word,hiragana,katakana,combined_rank,small_talk_rank,consultation_rank,meeting_rank,class_rank,outdoors_rank,school_rank,transportation_rank,public_commercial_rank,home_rank,indoors_rank,workplace_rank,male_rank,female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
良好,りょうこう,リョウコウ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,2,2,3,3,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,1,2,2,2,1,2,3,4,2,3,3,3,3,4,3,3,2,3,3,3,2,3,3,3,2
リョウサン,りょうさん,リョウサン,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
量産,りょうさん,リョウサン,2,1,3,3,4,3,3,3,2,2,3,2,2,2,3,2,1,2,3,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,3,1,3,2,3,2,2,3,3,2
両者,りょうしゃ,リョウシャ,2,1,2,4,4,3,3,3,2,2,2,3,2,2,4,3,4,3,3,2,3,3,1,3,3,3,2,4,3,3,2,3,3,3,4,2,1,3,3,3,1,4,4,4,3,4,4,3,4,4,4,3,4,4,3,1,3,3,4,3,3
リョウヘイ,りょうへい,リョウヘイ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
リラックマ,リラックマ,リラックマ,2,2,3,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
輪郭,りんかく,リンカク,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,1,3,2,2,1,2,2,1,2,3,1,2,3,1,1,2,3,1,1,2,3,1,3,1,2,1,3,3,3,2,3,3,4,3,3,3,2,3,3,2,1,3,3,2,3,3
臨職,りんしょく,リンショク,2,1,3,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
隣地,りんち,リンチ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
リーズナブル,リーズナブル,リーズナブル,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2
リーディング,リーディング,リーディング,2,2,3,3,4,3,3,3,2,2,2,3,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,3,4
ルイ,るい,ルイ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,4,2,1,2,2,1,4,1,1,1,3,1,1,3,3,3,4,3,3,2,3,1,5,1,1,1,1,2,2,1,2,2,2,2,2,2,2,3,2,1,3,1,3,1,3,1,2
類似,るいじ,ルイジ,2,2,2,3,4,4,3,3,2,2,2,2,2,2,4,1,3,3,3,1,2,2,1,2,2,2,1,3,2,2,1,1,3,3,3,1,1,2,1,1,1,3,5,5,2,4,5,4,4,4,4,3,4,2,2,4,2,2,4,2,2
ルックス,ルックス,ルックス,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,3,3,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1
ルースター,ルースター,ルースター,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ルーズ,ルーズ,ルーズ,2,2,3,3,4,3,3,3,2,3,2,2,2,2,2,1,1,1,2,1,1,2,3,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,3,1,3,2,3,3,3,2,3,3,3,3,1,2,1,3,2,2,1,2,2
ルーツ,ルーツ,ルーツ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,2,1,2,3,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,1,3,1,2,2,3,1,3,2,3,3,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2
ループ,ループ,ループ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,3,1,1,2,3,2,2,3,1,1,2,1,1,2,2,2,3,2,3,3,3,1,3,2,2,2,4,2,3,4,2,3,3,3,3,3,3,3,1,2,2,3,2,3,3,3,3
令,れい,レイ,2,1,2,4,4,3,3,3,2,2,2,3,2,2,4,3,3,3,2,3,3,3,4,3,4,3,2,3,3,3,2,3,3,3,3,2,3,3,2,3,3,4,3,3,3,3,3,2,3,3,3,3,5,2,3,1,3,2,4,4,3
例外,れいがい,レイガイ,2,2,2,3,4,3,3,3,2,2,2,3,2,2,4,2,4,3,3,2,3,3,1,3,3,3,2,4,3,3,2,3,3,3,4,3,2,3,3,3,1,2,4,4,3,4,3,3,3,3,3,4,2,4,3,4,3,4,3,3,3
レイジング,れいじんぐ,レイジング,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
霊的,れいてき,レイテキ,2,2,2,3,4,3,3,3,2,2,2,3,2,2,2,1,2,1,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,2,2,1,3
歴民,れきみん,レキミン,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
レッカー,レッカー,レッカー,2,2,2,3,4,3,3,4,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1
レッツ,レッツ,レッツ,2,2,2,3,4,3,3,3,2,2,3,3,2,2,2,3,1,1,2,2,2,3,1,3,1,3,3,1,3,3,3,1,2,2,2,1,3,1,2,1,3,1,1,1,1,1,1,3,1,1,1,2,1,2,2,3,1,3,2,1,2
列幅,れつはば,レツハバ,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
レナ,レナ,レナ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,2,1,1,1,1,3,1,1,1,3,1,2,1,1,1,1,4,4,3,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,3,1,2,1,1
レニングラード,レニングラード,レニングラード,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
レビュー,レビュー,レビュー,2,1,3,3,4,3,3,3,2,2,2,3,2,2,4,1,1,2,4,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,4,3,4,1,1,1,2,1,3,3,2,3,3,2,3,3,3,5,1,2,2,1,2,1,3,4,4
レポレッロ,れぽれっろ,レポレッロ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
レリッシュ,れりっしゅ,レリッシュ,2,2,2,3,4,3,3,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
連音,れんおん,レンオン,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
連勤,れんきん,レンキン,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
連射,れんしゃ,レンシャ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,2,2,1,1
連勝,れんしょう,レンショウ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,4,2,1,2,2,2,3,3,1,3,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,3,1,2,3,4,1,2,3,2,2
連体,れんたい,レンタイ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,1,4,4,5,4,4,4,1,3,1,1,1,1,1,1,1,1
連帯,れんたい,レンタイ,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,1,2,2,3,1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,3,1,2,1,1,1,1,2,3,3,3,3,3,2,3,3,3,3,2,2,1,1,2,2,2,2,2
練炭,れんたん,レンタン,2,2,3,3,4,3,3,3,2,3,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
連濁,れんだく,レンダク,2,1,2,4,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,3,3,4,3,3,3,1,2,1,1,1,1,1,1,1,2
レント,レント,レント,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1
連動,れんどう,レンドウ,2,1,2,4,4,3,3,3,2,2,2,3,2,2,3,2,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,2,2,1,1,2,3,2,2,2,2,2,2,2,3,2,2,2,1,2,3,3,3,3
連発,れんぱつ,レンパツ,2,2,2,3,4,3,4,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,1,1,3,3,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,3,1,3,2,1,2,3,3,2,2
連邦,れんぽう,レンポウ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,5,3,2,3,3,3,4,4,1,4,3,2,1,2,2,2,1,1,4,4,4,1,2,3,2,3,1,4,3,3,3,3,3,2,3,3,3,3,4,2,4,3,3,1,5,4,3
連用,れんよう,レンヨウ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,3,5,3,3,3,2,2,1,1,1,1,1,1,1,1
連立,れんりつ,レンリツ,2,2,2,3,4,3,3,3,2,2,2,3,2,2,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2
レーザー,レーザー,レーザー,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,3,1,3,4,2,3,3,1,1,3,1,1,2,2,2,3,2,3,3,3,1,2,3,3,3,4,2,2,3,2,2,2,2,4,2,2,4,3,3,3,5,3,2,3,3,3
レート,レート,レート,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,1,1,2,3,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,3,1,1,1,1,2,3,2,4,4,2,4,4,3,4,4,4,3,2,2,1,1,1,2,2,2,3
老,ろう,ロウ,2,2,2,3,4,3,3,4,2,3,2,2,2,2,3,3,5,2,2,2,3,2,5,2,4,2,2,4,2,2,2,3,3,3,3,2,1,4,2,3,1,4,2,2,2,2,2,2,2,2,4,2,4,3,4,1,4,2,3,3,3
老化,ろうか,ロウカ,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,1,1,2,3,4,2,2,1,2,1,2,1,2,2,3,1,2,2,2,2,2,1,5,1,2,4,2,4,2,3,5,4,3,4,4,4,2,2,2,2,1,2,2,2,2,2
労災,ろうさい,ロウサイ,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2
老体,ろうたい,ロウタイ,2,2,3,3,4,3,4,3,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1
朗読,ろうどく,ロウドク,2,2,2,3,4,3,3,3,2,2,2,3,2,2,3,1,3,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,3,3,2,2,1,1,1,1,4,4,3,4,4,3,4,4,4,2,2,2,2,1,2,2,3,2,3
ロキ,ロキ,ロキ,2,1,3,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,4,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1
碌,ろく,ロク,2,2,3,3,4,3,3,3,2,2,3,3,2,2,2,1,3,1,1,2,1,2,1,2,2,2,2,4,2,3,2,2,3,3,1,2,1,1,2,3,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,1,2
ロクシタン,ろくしたん,ロクシタン,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
六七千,ろくしちせん,ロクシチセン,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
碌に,ろくに,ロクニ,2,1,2,4,4,3,4,3,2,2,2,2,2,2,1,3,1,2,2,3,2,3,4,3,3,3,3,3,3,3,3,3,2,2,2,1,1,3,3,3,4,1,3,2,3,3,3,2,3,3,3,2,2,3,2,3,3,3,1,2,1
ロジャー,ロジャー,ロジャー,2,2,2,3,4,3,3,3,2,2,2,3,2,2,3,3,1,1,1,1,3,1,1,1,1,1,1,1,4,4,1,1,3,4,2,1,4,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,2,1,1
ロストル,ロストル,ロストル,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
路駐,ろちゅう,ロチュウ,2,2,3,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
ロッキン,ロッキン,ロッキン,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
肋骨,あばらぼね,アバラボネ,2,1,2,3,4,3,3,3,3,2,2,2,2,2,2,2,3,1,2,2,2,2,1,2,2,2,1,3,2,2,1,2,3,3,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1
ロティサリー,ろてぃさりー,ロティサリー,2,2,2,3,4,3,3,4,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ロドリゲス,ロドリゲス,ロドリゲス,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1
ロネ,ロネ,ロネ,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ロバート,ロバート,ロバート,2,2,2,3,4,3,3,3,3,2,2,2,2,2,4,3,1,2,1,2,4,1,1,1,2,1,1,2,1,1,1,1,4,4,3,1,5,3,1,1,3,1,2,2,2,2,2,2,2,2,2,2,1,1,4,1,2,1,4,2,2
路面,ろめん,ロメン,2,2,3,3,4,3,3,3,2,2,2,3,2,2,3,1,2,2,3,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2
論議,ろんぎ,ロンギ,2,1,3,3,4,3,4,3,2,2,2,3,2,2,2,1,3,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,3,3,3,2,3,3,3,3,3,3,2,2,1,1,1,2,2,2,2,2
ローテ,ローテ,ローテ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ローファー,ローファー,ローファー,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
ローマン,ローマン,ローマン,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1
ローラー,ローラー,ローラー,2,2,3,3,4,3,3,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,1,3,2,2,1,3,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2,3
ワイキキ,ワイキキ,ワイキキ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1
ワイパー,ワイパー,ワイパー,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1
ワイヤレス,ワイヤレス,ワイヤレス,2,2,2,3,4,3,3,3,2,2,3,3,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,3,1,1,2,4,3
若草,わかくさ,ワカクサ,2,1,2,4,4,3,3,3,2,2,2,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1
ワカマツ,ワカマツ,ワカマツ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
分かり合う,わかりあう,ワカリアウ,2,1,2,4,4,3,3,3,2,2,2,3,2,2,1,1,1,1,2,2,1,2,3,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1
別れ,わかれ,ワカレ,2,2,2,3,4,3,3,3,2,2,3,3,2,2,3,3,1,3,3,1,4,4,1,4,4,4,4,1,4,4,4,4,5,5,4,4,1,1,3,3,2,4,4,2,4,5,4,4,3,3,3,3,3,4,4,3,4,4,3,3,3
我が輩,わがはい,ワガハイ,2,2,2,3,4,3,4,3,2,2,2,2,2,2,1,3,1,2,1,1,2,2,4,2,1,3,2,1,3,3,1,1,1,1,1,1,1,1,2,3,1,1,3,3,1,3,3,2,3,3,3,2,1,3,2,1,1,2,1,1,1
和気,わき,ワキ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,4,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,4,2,2,2,3,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,2
沸き起こる,わきおこる,ワキオコル,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,3,1,1,1
脇腹,わきばら,ワキバラ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,3,1,1,1,1,2,1,2,3,2,3,3,2,2,3,3,1,1,1,4,1,3,1,2,1,1,1,1,1,1,1,3,1,1,1,2,1,3,1,3,3,3,1,1,1
和牛,わぎゅう,ワギュウ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
惑星,わくせい,ワクセイ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,4,4,2,2,3,3,4,4,1,4,4,3,3,3,3,3,3,2,4,4,3,2,3,4,3,4,1,3,3,3,3,3,3,2,3,3,3,3,3,3,4,1,4,2,4,4,3
ワゴン,ワゴン,ワゴン,2,1,3,3,4,3,3,3,2,3,2,3,2,2,3,3,1,2,2,1,3,3,1,1,2,1,1,3,3,3,1,2,2,2,2,1,2,1,1,2,4,2,2,1,2,2,2,2,4,2,2,3,1,2,3,1,3,2,3,2,2
わさ,わさ,ワサ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
和式,わしき,ワシキ,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,1,1
ワシントン,ワシントン,ワシントン,2,2,2,3,4,3,3,3,3,2,2,2,2,2,4,2,1,3,3,2,3,1,1,1,2,1,1,2,1,1,1,1,4,4,3,1,5,2,1,1,2,2,2,2,3,2,2,3,2,2,2,2,3,1,3,1,3,1,4,3,3
ワジマ,わじま,ワジマ,2,2,2,3,4,3,3,3,2,3,3,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
忘れ,わすれ,ワスレ,2,1,3,3,4,3,3,3,2,2,2,3,2,2,3,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,5,5,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1
ワタリ,ワタリ,ワタリ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ワッキー,わっきー,ワッキー,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ワックス,ワックス,ワックス,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,2,3,1,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,3,1,2,3,2,2,2,2,2,2,2,3,1,1,2,1,1,2,1,3,3
わっしょい,わっしょい,ワッショイ,2,2,2,3,4,3,3,3,3,2,2,2,2,2,1,1,1,1,1,3,1,2,1,2,1,2,3,1,2,3,3,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
鰐,わに,ワニ,2,2,2,3,4,3,3,4,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,3,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,3,2,2,2,2,2,2,2,3,2,1,1,1,2,2,1,1
