WORD,FREQUENCY_RANKING
い,1
の,2
は,3
て,4
た,5
に,6
な,7
を,8
る,9
だ,10
が,11
で,12
？,13
し,14
っ,15
か,16
と,17
-,18
も,19
す,20
ん,21
よ,22
、,23
！,24
う,25
ま,26
私,27
ら,28
く,29
。,30
...,31
・,32
何,33
わ,34
から,35
"""",36
あ,37
ね,38
れ,39
それ,40
する,41
こと,42
さ,43
彼,44
ろ,45
そう,46
あなた,47
お,48
どう,49
せ,50
言,51
君,52
や,53
俺,54
り,55
じゃ,56
行,57
かっ,58
よう,59
?,60
これ,61
くれ,62
この,63
って,64
ここ,65
き,66
人,67
ば,68
思,69
知,70
その,71
）,72
（,73
見,74
事,75
誰,76
彼女,77
お前,78
話,79
つ,80
だっ,81
ぞ,82
さん,83
もう,84
でき,85
来,86
僕,87
しょ,88
だけ,89
分か,90
今,91
なら,92
たち,93
者,94
わか,95
けど,96
出,97
.,98
聞,99
まで,100
どこ,101
へ,102
られ,103
死,104
時,105
ああ,106
!,107
殺,108
前,109
中,110
達,111
ため,112
♪,113
み,114
もの,115
必要,116
待,117
あの,118
気,119
大丈夫,120
」,121
奴,122
「,123
自分,124
良,125
持,126
本当,127
時間,128
我々,129
一,130
そんな,131
なぜ,132
まだ,133
的,134
無,135
ありがとう,136
家,137
戻,138
いや,139
む,140
考え,141
会,142
そして,143
日,144
年,145
ちょっと,146
男,147
いつ,148
方,149
違,150
じ,151
1,152
仕事,153
手,154
0,155
そこ,156
見つけ,157
),158
一緒,159
後,160
出来,161
なさ,162
すぐ,163
他,164
入,165
悪,166
やめ,167
なんて,168
助け,169
ええ,170
電話,171
―,172
目,173
みたい,174
",",175
なん,176
:,177
より,178
みんな,179
2,180
また,181
様,182
分,183
車,184
所,185
父,186
え,187
居,188
あんた,189
度,190
べ,191
こ,192
こんな,193
･,194
同じ,195
１,196
ー,197
場所,198
しろ,199
おい,200
問題,201
欲し,202
子供,203
くださ,204
好き,205
帰,206
愛,207
金,208
ご,209
名前,210
子,211
信,212
ダメ,213
もし,214
はず,215
．,216
けれ,217
さあ,218
２,219
見え,220
皆,221
ただ,222
早,223
少し,224
使,225
ちゃ,226
全て,227
世界,228
教え,229
よく,230
通り,231
(,232
来る,233
上,234
入れ,235
人間,236
行け,237
探,238
うん,239
今日,240
つもり,241
よし,242
もっと,243
どんな,244
ママ,245
願,246
物,247
ぬ,248
女,249
すべて,250
こっち,251
呼,252
頼,253
ごめん,254
パパ,255
しかし,256
ぜ,257
l,258
生き,259
為,260
ところ,261
あれ,262
じゃあ,263
止め,264
心配,265
3,266
逃げ,267
母,268
},269
連れ,270
ず,271
官,272
３,273
関係,274
外,275
家族,276
いいえ,277
起き,278
意味,279
くる,280
神,281
しま,282
警察,283
撃,284
力,285
ねえ,286
最後,287
忘れ,288
作,289
終わ,290
=,291
きゃ,292
次,293
息子,294
娘,295
取,296
−,297
全部,298
間,299
書,300
捜査,301
頭,302
もら,303
つけ,304
起こ,305
しか,306
銃,307
回,308
しれ,309
もちろん,310
別,311
情報,312
理由,313
心,314
すご,315
残,316
準備,317
とても,318
こう,319
長,320
数,321
見せ,322
一人,323
ぶ,324
ずっと,325
部屋,326
以上,327
守,328
人生,329
急,330
食べ,331
女性,332
続け,333
危険,334
事件,335
始め,336
最初,337
連絡,338
覚え,339
まあ,340
すぎ,341
調べ,342
安全,343
下さ,344
楽し,345
すれ,346
殺人,347
ジョン,348
飲,349
はい,350
新し,351
下,352
万,353
なに,354
わけ,355
友達,356
約束,357
二,358
結婚,359
顔,360
方法,361
無理,362
感じ,363
ドル,364
得,365
最高,366
バカ,367
送,368
you,369
計画,370
いけ,371
仲間,372
先,373
まま,374
可能,375
あいつ,376
どうぞ,377
あと,378
性,379
明日,380
変わ,381
聞こえ,382
せい,383
オレ,384
夜,385
こちら,386
失,387
10,388
ちゃん,389
ほど,390
確認,391
怖,392
かけ,393
命,394
そ,395
着,396
かしら,397
船,398
嘘,399
け,400
the,401
ほら,402
5,403
とき,404
与え,405
確か,406
全員,407
動,408
くらい,409
たり,410
理解,411
二人,412
開け,413
友人,414
機,415
不,416
あげ,417
i,418
離れ,419
たら,420
a,421
こそ,422
こいつ,423
どの,424
戦,425
先生,426
答え,427
寝,428
とも,429
クソ,430
言え,431
質問,432
置,433
貴方,434
犯人,435
道,436
受け,437
感,438
第,439
イ,440
あぁ,441
伝え,442
素晴らし,443
黙,444
今夜,445
つまり,446
ドア,447
うま,448
妻,449
4,450
うち,451
ござ,452
本,453
乗,454
用,455
感謝,456
正し,457
言葉,458
｡,459
夢,460
歳,461
見つか,462
渡,463
大,464
立,465
買,466
写真,467
２人,468
説明,469
５,470
働,471
博士,472
かか,473
強,474
絶対,475
座,476
国,477
失礼,478
向か,479
だめ,480
街,481
救,482
攻撃,483
やつ,484
望,485
おまえ,486
もん,487
どれ,488
なんか,489
名,490
終わり,491
盗,492
なし,493
ある,494
野郎,495
まず,496
証拠,497
丶,498
きっと,499
番,500
隠,501
一番,502
重要,503
〉,504
たぶん,505
状況,506
嫌,507
〈,508
元気,509
水,510
変え,511
十分,512
週間,513
ち,514
やあ,515
父親,516
間違い,517
逮捕,518
室,519
王,520
件,521
了解,522
6,523
相手,524
員,525
血,526
声,527
秘密,528
敵,529
会え,530
音,531
多く,532
消え,533
やれ,534
会社,535
チーム,536
簡単,537
ひど,538
選,539
残念,540
自由,541
ほう,542
ヤツ,543
捕まえ,544
自身,545
４,546
等,547
一体,548
人々,549
報告,550
読,551
過ぎ,552
通,553
らし,554
アメリカ,555
元,556
士,557
命令,558
昔,559
高,560
体,561
大統領,562
月,563
警官,564
語,565
学校,566
対,567
決め,568
真実,569
思い出,570
初めて,571
切,572
犯罪,573
＜,574
＞,575
口,576
大変,577
要,578
変,579
戦争,580
学,581
あそこ,582
ばかり,583
武器,584
奥,585
─,586
許,587
店,588
など,589
ほし,590
犯,591
母親,592
刑事,593
犬,594
気持ち,595
間違,596
運,597
こんにちは,598
記録,599
光,600
いえ,601
手伝,602
深,603
落ち着,604
存在,605
歩,606
fbi,607
[,608
実,609
役,610
病院,611
住,612
冗談,613
責任,614
あっ,615
],616
ながら,617
普通,618
行動,619
大きな,620
‐,621
監視,622
',623
なれ,624
６,625
協力,626
怒,627
頃,628
軍,629
多分,630
追,631
捨て,632
実際,633
足,634
地球,635
生活,636
to,637
任せ,638
気分,639
被害,640
させ,641
薬,642
ジャック,643
解決,644
返,645
驚,646
結果,647
調査,648
研究,649
さえ,650
サム,651
携帯,652
m,653
破壊,654
夫,655
カメラ,656
罪,657
ゲーム,658
兄,659
何処,660
発見,661
かなり,662
ちゃんと,663
場,664
大事,665
止ま,666
興味,667
大き,668
生,669
なあ,670
運転,671
ヶ月,672
多,673
１人,674
マジ,675
番号,676
状態,677
来い,678
願い,679
開,680
上手,681
済,682
兄弟,683
場合,684
刑務,685
幸せ,686
今度,687
チャンス,688
以外,689
払,690
ボス,691
●,692
静か,693
朝,694
飛行,695
そいつ,696
遅,697
おかし,698
7,699
あまり,700
近く,701
後ろ,702
目的,703
歌,704
面白,705
弁護,706
客,707
邪魔,708
20,709
売,710
特別,711
さて,712
ジェーン,713
昨日,714
8,715
えっ,716
互い,717
嬉し,718
もしもし,719
少な,720
ねぇ,721
認め,722
死体,723
医者,724
装置,725
共,726
ウソ,727
唯一,728
求め,729
あんな,730
失敗,731
不明,732
限り,733
信用,734
判,735
ぐ,736
政府,737
美し,738
用意,739
話せ,740
移動,741
映画,742
美咲,743
取引,744
ｱﾙﾏﾝ,745
やす,746
恐れ,747
最近,748
現場,749
事故,750
連中,751
ぼく,752
たくさん,753
落ち,754
過去,755
全く,756
姿,757
選択,758
完全,759
信じ,760
おはよう,761
弟,762
信頼,763
町,764
何故,765
始ま,766
精神,767
犠牲,768
妹,769
古,770
とこ,771
付け,772
あら,773
女の子,774
気づ,775
壁,776
記憶,777
傷つけ,778
嫌い,779
若,780
走,781
頑張,782
2人,783
まさか,784
キミ,785
システム,786
痛,787
め,788
サラ,789
鍵,790
必ず,791
隠れ,792
とおり,793
服,794
素敵,795
疲れ,796
身,797
価値,798
爆弾,799
宇宙,800
傷,801
くそ,802
有,803
とにかく,804
非常,805
もらえ,806
三,807
最も,808
まるで,809
両親,810
人物,811
想像,812
勝,813
生まれ,814
警備,815
以前,816
無事,817
奪,818
ビル,819
聞け,820
決して,821
銀行,822
and,823
］,824
証明,825
リスト,826
馬鹿,827
30,828
裁判,829
降り,830
難し,831
大学,832
［,833
州,834
今回,835
ハイ,836
いく,837
空,838
経験,839
容疑,840
本物,841
部,842
化,843
注意,844
さぁ,845
9,846
未来,847
ピーター,848
正直,849
待て,850
年間,851
ホント,852
借り,853
ショー,854
無駄,855
げ,856
現れ,857
島,858
氏,859
悪魔,860
病気,861
どっち,862
》,863
思え,864
24,865
ホテル,866
内,867
腕,868
違い,869
《,870
風,871
結構,872
メール,873
完璧,874
治療,875
我,876
予定,877
点,878
1人,879
秒,880
許可,881
従,882
勇気,883
最悪,884
本気,885
全然,886
任務,887
日本,888
作戦,889
成功,890
12,891
進,892
１０,893
近づ,894
ぐらい,895
８,896
貸,897
品,898
消,899
やが,900
マイク,901
小さな,902
ちょうど,903
科学,904
訳,905
放,906
残り,907
→,908
向こう,909
事実,910
食,911
さっき,912
狂,913
カード,914
姉,915
法,916
レッド,917
関,918
魔法,919
ほとんど,920
戦い,921
ひと,922
階,923
少年,924
15,925
爆発,926
望み,927
現実,928
保護,929
地下,930
隊,931
笑,932
地,933
別れ,934
コーヒー,935
カ,936
パーティー,937
首,938
時代,939
ベッド,940
ス,941
困,942
使え,943
襲,944
喜,945
組織,946
式,947
じゃん,948
ミス,949
34,950
みのり,951
追跡,952
落ち着け,953
しっかり,954
７,955
動物,956
無し,957
下が,958
技術,959
そっち,960
忙し,961
100,962
ニュース,963
個人,964
昨夜,965
b,966
期待,967
調子,968
線,969
去,970
訓練,971
試,972
局,973
ジョー,974
そりゃ,975
利用,976
ゆっくり,977
我が,978
主人,979
館,980
眠,981
捜,982
申し訳,983
酒,984
遅れ,985
毎日,986
ニューヨーク,987
付,988
泣,989
デート,990
/,991
フランク,992
当然,993
it,994
患者,995
海,996
キス,997
いま,998
触,999
び,1000
全,1001
今朝,1002
過ご,1003
馬,1004
狙,1005
あー,1006
あたし,1007
脳,1008
誓,1009
似,1010
立て,1011
地獄,1012
：,1013
#,1014
合,1015
続,1016
どちら,1017
明らか,1018
兵士,1019
陛下,1020
まったく,1021
負け,1022
いた,1023
わし,1024
小さ,1025
ちま,1026
火,1027
森,1028
ロック,1029
平気,1030
世話,1031
ニック,1032
能力,1033
側,1034
理子,1035
永遠,1036
希望,1037
検査,1038
`,1039
アレックス,1040
木,1041
トラック,1042
船長,1043
号,1044
山,1045
解,1046
赤,1047
－,1048
警部,1049
せよ,1050
食事,1051
殴,1052
切れ,1053
メッセージ,1054
幸運,1055
構,1056
ベン,1057
侵入,1058
駄目,1059
緊急,1060
やぁ,1061
親父,1062
イヤ,1063
{,1064
気付,1065
主,1066
耳,1067
速,1068
男性,1069
ファイル,1070
代わり,1071
窓,1072
休,1073
赤ちゃん,1074
骨,1075
チャーリー,1076
助か,1077
原因,1078
警告,1079
貰,1080
誘拐,1081
おそらく,1082
山里,1083
９,1084
箱,1085
特に,1086
テスト,1087
部下,1088
賢,1089
ドイツ,1090
飛,1091
めでと,1092
運命,1093
たって,1094
きれい,1095
くそっ,1096
到着,1097
自殺,1098
屋,1099
マイケル,1100
現在,1101
一部,1102
ジム,1103
行為,1104
遺体,1105
大切,1106
遊,1107
おお,1108
弾,1109
たが,1110
関わ,1111
捕ま,1112
常,1113
ヘイ,1114
魂,1115
酷,1116
感情,1117
夕食,1118
星,1119
おれ,1120
達也,1121
手紙,1122
まぁ,1123
右,1124
混乱,1125
やっと,1126
支配,1127
戻れ,1128
影響,1129
受け入れ,1130
いくら,1131
知れ,1132
行方,1133
心臓,1134
よろしく,1135
レンジャー,1136
少女,1137
位,1138
半分,1139
誕生,1140
超,1141
チェック,1142
施設,1143
スパイ,1144
殺せ,1145
祈,1146
髪,1147
向け,1148
機会,1149
人類,1150
11,1151
壊,1152
おかげ,1153
マシン,1154
me,1155
集め,1156
of,1157
正確,1158
ほんと,1159
ウォルター,1160
バー,1161
色々,1162
活動,1163
なぁ,1164
紹介,1165
料理,1166
意見,1167
迎え,1168
要求,1169
撮,1170
判断,1171
再,1172
指示,1173
部隊,1174
何者,1175
こい,1176
音楽,1177
上げ,1178
きみ,1179
管理,1180
左,1181
コード,1182
映像,1183
スーパー,1184
雇,1185
開始,1186
議員,1187
やっぱり,1188
麻薬,1189
トム,1190
反対,1191
勝手,1192
器,1193
in,1194
うれし,1195
テレビ,1196
反応,1197
恐怖,1198
うーん,1199
マーク,1200
可愛,1201
権利,1202
女王,1203
歴史,1204
オフィス,1205
データ,1206
師,1207
大好き,1208
面倒,1209
わたし,1210
パワー,1211
えぇ,1212
出発,1213
疑,1214
引,1215
みな,1216
保安,1217
しばらく,1218
相棒,1219
弱,1220
たった,1221
はっきり,1222
上が,1223
さま,1224
決ま,1225
オーケー,1226
楽しみ,1227
行き,1228
将軍,1229
かわい,1230
担当,1231
事態,1232
〝,1233
ブラック,1234
一杯,1235
近,1236
発,1237
取り戻,1238
熱,1239
偉大,1240
ヘンリー,1241
ミスター,1242
ぶり,1243
丿,1244
だれ,1245
結局,1246
ロシア,1247
司令,1248
平和,1249
裏,1250
嬢,1251
解放,1252
直,1253
ボク,1254
事務,1255
完了,1256
瞬間,1257
鳥,1258
教授,1259
ガス,1260
すでに,1261
示,1262
教会,1263
優し,1264
位置,1265
my,1266
かい,1267
ど,1268
以来,1269
突然,1270
ok,1271
付き合,1272
集中,1273
通信,1274
ハリー,1275
