word,hiragana,katakana,ANIME_JDRAMA_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
ときめく,ときめく,トキメク,3,2,3,2,3,4,3,3,3,3,2,2,2,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,1,2,2,2,4,1,1,2,1,1,1,1,1,1,3,2,2,3,2,1,3,1,2,2
ハト,ハト,ハト,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,1,1,1,1,2,2,3,1,2,2,2,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,2,2,2
むす,むす,ムス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,3,2,3,3,2,2,3,2,1,1,1,3,1,3,2,2,4,3,2,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,2
倉橋,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
審査員,しんさいん,シンサイン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,2,2
工場長,こうじょうちょう,コウジョウチョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
往復,おうふく,オウフク,3,4,4,4,3,5,3,3,4,4,4,4,3,4,4,4,4,3,3,2,2,3,2,3,2,3,3,2,2,3,3,2,2,3,4,1,3,2,3,1,3,3,4,3,3,3,3,3,3,3,3,2,1,3,3,4,4,4,3
攻め込む,せめこむ,セメコム,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,3,2,2,3,3,2,2,1,1,1,3,1,1,3,2,1,1,1,1,1,1,3,1,1,1,1,3,2,3,2,1,2,2,2,2
方様,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
殲滅,せんめつ,センメツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,3,3,2,3,3,3,2,2,2,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,2,4,2,5,3,2,2,2,2,1
潔い,いさぎよい,イサギヨイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,2,3,3,3,3,3,3,3,1,1,1,3,1,3,3,3,2,3,2,3,3,3,2,3,3,3,2,2,2,1,2,1,3,1,2,2
章,しょう,ショウ,3,4,1,5,3,4,3,3,3,2,2,2,5,4,4,4,4,4,4,2,4,4,4,4,4,3,4,4,4,3,2,3,3,4,4,2,4,4,3,4,3,4,2,3,3,4,3,3,3,4,4,4,4,5,4,2,5,4,4
綾子,りんず,リンズ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,1,1,3,1,1,2,1,1,1,2,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,3,1,1
見下す,みくだす,ミクダス,3,2,2,2,3,4,3,3,3,3,3,2,2,2,2,1,1,1,2,3,3,3,3,2,3,3,3,3,3,3,3,1,1,1,4,1,2,3,3,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,2,2,2
追放,ついほう,ツイホウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,3,3,3,3,3,3,2,3,3,3,2,2,4,3,3,2,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,2,4,2,2
イブキ,イブキ,イブキ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
かなた,かなた,カナタ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,3,2,2,2,4,3,5,4,4,2,2,3,3,2,2,2,2,1,4,3,3,3,4,3,4,4,3,4,4,4,3,3,4,2,3,2,2,4,2,3,2
しがみつく,しがみつく,シガミツク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,4,3,2,4,3,3,2,4,1,1,1,4,1,2,3,3,5,2,1,2,2,2,2,2,2,2,2,4,2,1,4,1,4,1,2,2
たまう,たまう,タマウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,3,2,2,1,2,1,1,1,1,1,2,2,2,1,3,4,1,3,3,2,3,3,3,2,2,2,4,3,1,2,1,2,2
づくり,づくり,ヅクリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,2,1,3,1,1,1,2,2,2,2,1,1,4,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,3,4,4
っ放し,っぱなし,ッパナシ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,2,1,1,1,3,3,3,2,2,2,3,2,1,3,4,1,5,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,1,2,3,2
どよめき,どよめき,ドヨメキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,1,3,3,1,1,3,2,2,2,1,1,1,2,3,3,4,1,1,1,1,1,1,1,1,1,1,3,3,1,2,1,2,1,1,1
ふわり,ふわり,フワリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,2,2,1,3,1,1,1,1,1,3,1,1,4,1,1,1,1,1,1,1,1,1,2,3,1,1,3,2,4,1,1,1
みのり,みのり,ミノリ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,1,3,2,1,1,3,2,2,5,2,1,2,1,2,5,3,2,2,2,2,2,3,2,2,2,2,2,3,1,2,2,2,2,2,2
ゆりえ,ゆりえ,ユリエ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
上品,じょうひん,ジョウヒン,3,3,4,2,3,4,3,3,4,3,4,3,2,3,4,2,4,2,3,2,3,3,3,3,2,2,3,2,2,3,3,3,3,2,3,1,3,3,3,1,3,3,3,3,3,2,4,3,3,3,3,3,1,3,3,3,2,2,3
上着,うわぎ,ウワギ,3,3,3,2,4,4,3,4,3,3,4,2,3,3,3,2,3,2,2,3,3,4,3,3,3,3,4,3,3,3,3,4,3,2,4,1,3,2,3,1,2,1,2,2,4,2,2,2,2,2,3,3,1,3,2,4,2,2,2
公演,こうえん,コウエン,3,3,3,2,4,4,3,4,3,3,2,2,4,4,3,5,2,3,4,3,3,3,3,2,2,3,2,2,2,3,2,3,2,4,2,4,2,2,2,1,3,3,4,3,3,3,3,3,3,4,2,3,1,2,4,2,5,3,3
勢,ぜい,ゼイ,3,2,2,3,3,4,3,4,3,2,2,2,2,3,2,4,5,2,2,2,2,2,2,4,2,2,3,2,2,2,2,1,1,3,2,1,4,2,1,1,1,2,1,1,1,1,1,1,1,2,3,2,1,4,4,2,3,3,3
古賀,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,2,1,1,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,3,2,1
命運,めいうん,メイウン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,2,2,3,3,2,2,2,2,1,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1
地道,じみち,ジミチ,3,2,2,3,3,4,3,3,3,2,2,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,1,2,2,3,1,2,2,2,2,2,2,4,2,2,2,3,2,3,2,2,3,1,2,3
容易,ようい,ヨウイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,4,2,2,3,3,4,3,2,4,3,3,2,3,4,3,4,2,1,4,3,3,2,4,4,3,4,4,3,4,4,4,4,4,3,3,4,3,4,4,3,3
居酒屋,いざかや,イザカヤ,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,3,3,2,2,2,3,1,3,3,1,1,3,2,2,2,3,2,2,3,2,2,1,3,2,4,3,3,3,3,3,3,3,2,2,1,3,3,2,2,3,3
引き下がる,ひきさがる,ヒキサガル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,1,2,3,3,2,1,1,1,1,1,1,1,1,4,1,3,2,1,3,1,3,1,1,1
御飯,ごはん,ゴハン,3,5,5,5,4,4,5,4,5,5,5,5,5,5,5,1,4,4,4,4,2,2,4,3,4,4,1,3,4,2,4,2,2,2,2,1,3,4,2,4,4,3,5,4,4,4,5,4,5,4,4,2,1,2,2,5,2,3,3
昆布,こんぶ,コンブ,3,4,4,3,3,4,3,3,3,3,4,4,2,3,4,2,2,2,2,3,2,2,2,2,3,3,2,3,3,3,2,1,1,2,1,1,2,2,2,2,3,2,3,3,3,2,3,3,3,3,2,2,1,2,2,2,2,2,3
産,さん,サン,3,4,4,4,3,4,4,3,3,3,4,4,4,3,4,4,4,3,3,3,3,3,3,3,2,2,3,2,2,2,2,4,4,4,2,3,3,2,5,5,3,4,3,3,4,4,3,3,3,4,3,3,5,3,4,2,4,4,3
神話,しんわ,シンワ,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,4,3,3,3,2,3,3,3,3,2,2,4,2,2,2,3,3,3,3,2,4,3,3,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
航海,こうかい,コウカイ,3,2,1,2,3,4,3,3,3,2,2,2,3,2,2,4,3,2,2,2,3,3,3,3,3,2,3,3,3,2,1,3,3,3,1,2,3,2,2,2,2,2,3,2,2,3,2,2,2,3,2,3,1,3,3,2,3,2,2
荒野,こうや,コウヤ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,2,2,2,3,3,2,3,3,3,2,2,3,2,2,2,1,3,2,2,1,2,1,2,2,2,2,2,2,2,2,3,2,1,3,2,3,3,3,3
負傷,ふしょう,フショウ,3,2,2,3,3,4,3,3,3,2,2,2,3,2,2,4,3,2,3,2,3,4,4,3,4,2,3,4,4,2,3,4,4,3,1,1,3,3,3,1,2,2,2,2,2,2,2,2,2,3,4,3,3,3,3,3,4,2,2
醤油,しょうゆ,ショウユ,3,5,5,4,4,4,4,3,4,5,5,5,4,4,5,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,3,2,2,3,2,3,3,3,2,4,3,3,4,3,3,3,4,3,2,1,2,3,3,3,3,4
うなぎ,うなぎ,ウナギ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,3,2,3,3,3,3,3,2,2,1,1,2,1,1,2,2,2,1,3,2,3,3,3,2,3,3,3,3,3,2,1,2,2,2,2,1,2
うろつく,うろつく,ウロツク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,2,1,1,3,3,4,2,2,2,2,2,2,2,2,2,2,3,3,1,3,1,3,1,2,1
カリン,カリン,カリン,3,3,3,3,3,4,3,3,3,3,4,2,2,3,3,1,1,1,1,2,2,3,1,1,1,1,1,3,3,1,1,2,1,1,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1
クルー,クルー,クルー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,4,4,1,2,1,1,2,3,3,2,1,4,4,2,1,3,2,2,3,3,3,2,3,3,5,2,3,3,3,2,2,4,1,2,3,2,3,2,3
シミュレーション,シミュレーション,シミュレーション,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,1,2,3,2,2,2,1,2,1,1,2,2,2,2,2,3,3,3,2,2,2,2,3,4,4,4,2,4,4,3,4,4,4,3,2,2,3,2,3,2,3,3,3
ちゃら,ちゃら,チャラ,3,2,3,2,3,4,3,3,4,2,2,3,2,3,2,1,1,1,2,1,2,2,3,1,2,3,1,2,2,2,3,1,1,1,1,1,1,2,1,1,2,2,2,2,2,3,2,2,4,2,2,2,1,1,1,2,1,2,3
ファンタジー,ファンタジー,ファンタジー,3,3,3,2,3,4,3,3,3,2,2,2,4,2,3,3,1,2,1,2,2,2,1,2,1,1,2,4,4,3,2,2,2,3,2,4,2,2,3,4,2,2,2,2,2,2,2,2,2,3,3,2,3,3,4,2,4,4,3
交流,こうりゅう,コウリュウ,3,4,4,3,4,4,4,3,4,4,3,4,4,4,4,4,2,4,4,3,3,3,3,2,4,4,3,4,4,4,3,2,3,4,2,2,2,3,3,1,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,3,4,4,4
出勤,しゅっきん,シュッキン,3,3,3,4,3,4,4,3,4,4,3,3,4,3,4,2,3,2,4,3,3,3,3,3,2,3,3,2,2,3,2,3,3,3,3,1,3,2,2,1,3,2,3,3,4,2,3,3,3,3,2,3,1,3,3,3,1,2,3
委ねる,ゆだねる,ユダネル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,3,3,2,3,2,3,3,3,2,3,1,1,2,4,1,3,3,3,3,2,3,2,2,2,2,2,2,2,2,3,3,1,3,2,4,2,2,3
引き渡す,ひきわたす,ヒキワタス,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,2,3,2,2,3,3,2,2,1,1,1,2,1,2,3,3,1,2,1,2,2,2,1,2,2,2,2,3,3,1,2,1,3,2,2,2
活,かつ,カツ,3,2,3,2,3,4,3,3,3,3,2,3,2,3,2,2,4,2,4,2,2,2,2,2,1,1,3,3,2,3,2,2,3,3,2,5,2,2,2,5,3,3,2,5,3,2,3,3,3,4,2,3,2,3,4,2,3,3,3
熊本,くまもと,クマモト,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,2,2,1,1,3,1,1,2,2,3,2,2,1,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,5,5,4
田辺,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,2,1,1,3,1,1,2,1,1,4,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,3,2
秋田,あきた,アキタ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,2,3,2,1,1,3,1,1,2,1,1,3,1,1,1,3,1,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,4,2,3
記者会見,きしゃかいけん,キシャカイケン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,4,1
財,ざい,ザイ,3,2,2,3,3,4,3,3,3,2,3,3,2,2,2,4,3,3,2,3,2,2,2,2,2,1,2,2,2,2,1,2,2,4,2,3,3,2,2,1,4,4,3,4,3,4,3,3,3,3,2,2,1,2,3,2,3,3,2
違える,ちがえる,チガエル,3,2,1,2,3,4,3,3,3,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,3,2,2,3,3,2,3,1,1,1,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,3,1,2,2
あすか,あすか,アスカ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1
あと一歩,あといっぽ,アトイッポ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
あま,あま,アマ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,2,4,4,2,4,4,4,3,2,2,2,1,1,2,1,3,1,2,3,1,2,2,3,2,2,2,2,2,3,1,2,3,1,3,2,3
スキャンダル,スキャンダル,スキャンダル,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,1,2,2,3,3,3,1,2,1,1,3,1,1,1,2,3,2,2,2,2,2,2,2,4,1,1,1,1,1,1,1,1,1,3,2,3,1,2,3,2,2,3,2
ソフト,ソフト,ソフト,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,1,4,4,2,3,3,1,3,1,1,3,2,3,3,3,3,3,4,1,3,2,3,3,4,4,4,4,4,4,3,4,4,4,5,2,3,1,3,4,3,4,4,4
フォワード,フォワード,フォワード,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,2,1,1,1,1,1,2,2,1,1,3,3,2,1,4,1,1,1,3,3,4,3,3,3,3,3,3,3,2,1,2,1,1,2,1,3,1,1
もてあそぶ,もてあそぶ,モテアソブ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,3,2,1,1,1,4,1,2,2,3,4,1,1,2,1,1,1,1,1,1,2,3,2,1,2,1,4,1,1,1
冬樹,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
切り捨てる,きりすてる,キリステル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,3,2,3,3,3,2,3,1,1,1,2,1,2,2,3,1,2,3,2,2,2,3,2,2,2,2,4,2,3,3,1,3,1,3,2
十郎,じゅうろう,ジュウロウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,2,3,3,1,4,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1
厨房,ちゅうぼう,チュウボウ,3,3,3,4,3,4,3,3,4,3,4,2,2,3,2,1,2,1,2,3,3,3,3,2,3,2,3,3,3,3,3,2,2,2,2,1,2,2,3,1,2,1,2,2,2,2,2,2,2,2,4,3,1,3,2,4,2,3,2
吉沢,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1
喜,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,3,2,1,1,3,1,2,1,1,1,4,1,5,5,2,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,3,3,1,3,4,2
寺井,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
性質,せいしつ,セイシツ,3,3,2,2,4,5,3,3,3,3,2,2,4,3,2,4,5,4,4,2,2,3,3,4,4,3,4,4,4,3,3,3,3,4,3,4,4,3,3,1,4,5,3,4,4,5,4,4,4,3,4,2,1,4,3,3,4,3,3
晴子,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,1,1
正社員,せいしゃいん,セイシャイン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,2,2,3
水田,すいでん,スイデン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,3,2,2,2,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,4,2,2,2,2,2,2,1,2,2,1,3,3,2
災難,さいなん,サイナン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,3,3,3,3,2,3,3,2,2,3,2,3,3,2,2,1,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,3,1,2,2,3,2,2,2
立ち去る,たちさる,タチサル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,4,3,2,4,3,3,3,4,1,1,1,3,1,4,3,2,1,2,1,2,2,2,2,2,2,2,2,4,3,4,4,1,4,2,2,2
絵美,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1
自力,じりき,ジリキ,3,2,2,3,3,4,4,3,3,2,3,3,2,3,2,2,3,2,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,1,2,2,3,2,2,3,2,2,4,3,3,3,4,3,3,3,2,2,3
華やか,はなやか,ハナヤカ,3,2,2,2,4,4,4,4,3,2,3,2,3,2,3,2,1,3,3,3,3,3,3,3,2,2,3,2,2,2,3,2,2,3,2,1,3,3,2,2,3,2,3,3,3,4,3,3,3,3,3,3,3,3,2,3,2,2,3
蜂須賀,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1
試しに,ためしに,タメシニ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1
辞退,じたい,ジタイ,3,2,2,2,3,4,3,3,3,2,3,2,3,2,2,3,3,2,2,3,3,3,3,2,2,2,3,2,2,2,2,2,2,2,1,1,2,2,3,2,2,1,2,2,2,2,2,2,2,2,3,2,1,2,2,3,3,1,2
鍵山,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
音符,おんぷ,オンプ,3,3,3,2,3,4,3,3,3,2,4,2,2,2,3,2,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,3,4,2,3,3,3,3,3,3,2,1,1,1,1,2,1,2,2,2
アク,アク,アク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,1,2,1,1,1,2,2,2,2,1,1,3,1,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,3,1,2,3,2
アフリカ,アフリカ,アフリカ,3,4,4,3,3,4,4,3,3,3,3,4,4,3,4,4,1,3,3,2,4,1,1,3,1,1,3,2,2,1,2,3,4,4,1,4,3,2,2,3,4,3,4,3,3,4,3,3,3,3,1,4,3,3,3,1,4,3,4
かじる,かじる,カジル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,2,3,3,3,2,3,1,1,1,1,1,3,2,3,4,3,2,3,3,3,2,4,3,3,3,3,2,3,2,1,3,2,2,3
かすみ,かすみ,カスミ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,2,2,3,4,2,3,4,4,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,3,2,1,1
キャンセル,キャンセル,キャンセル,3,4,4,4,4,5,3,4,3,4,4,2,4,4,4,3,1,2,4,3,3,3,1,2,1,1,2,2,2,3,2,3,3,3,3,1,2,2,3,4,3,3,3,3,3,4,3,3,3,4,2,3,1,2,3,3,2,3,3
くくる,くくる,ククル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,2,3,2,3,2,3,1,1,1,3,1,2,2,3,4,3,4,3,3,3,3,3,3,3,2,3,2,1,3,1,3,2,3,2
ケイ,ケイ,ケイ,3,4,4,4,4,4,3,5,3,4,4,4,2,4,4,3,1,2,2,1,3,2,1,3,1,4,2,1,1,1,1,3,3,3,1,4,1,2,3,1,2,1,3,2,2,2,2,2,2,2,1,3,1,3,3,1,3,1,1
ゴーゴー,ゴーゴー,ゴーゴー,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,3,3,1,2,2,1,2,3,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1
こんち,こんち,コンチ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1
フィギュア,フィギュア,フィギュア,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,4,1,2,3,2,3,3,1,1,1,1,2,2,2,3,1,2,2,3,3,2,1,2,2,4,2,3,2,2,2,2,2,2,2,4,2,3,1,2,4,2,4,4,3
