word,hiragana,katakana,JPDB_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
デー,デー,デー,8111,3250,3547,1885,7639,2876,4170,4014,2712,2620,3728,2907,3839,4277,2636,5660,8061,-1,6570,3350,15030,8504,4713,-1,-1,20617,-1,-1,9418,9510,8915,3741,23618,6872,5935,6343,-1,7187,13061,5490,15540,11480,6794,9365,4865,6966,2636,10427,7292,7329,7354,2107,23624,7112,8840,2996,3913,6282,7836,6776,18054,7816
あい,あい,アイ,8373,2278,1930,2894,4754,1733,1688,4014,4667,1566,2939,2276,3839,2144,2450,4482,2020,309,1945,12577,236,3377,2844,3667,2929,3826,1751,2073,1592,1751,1625,2003,3271,9115,8745,3023,229,4370,811,6245,2805,575,22914,12514,2204,22918,22994,23927,23005,23015,23022,8699,1901,2008,3551,2254,3897,2806,748,4436,7944,2045
しんしん,しんしん,シンシン,8385,20704,17146,11364,7639,2876,4170,4014,2712,16460,13585,11052,11750,14238,21622,12513,19251,5786,8027,3693,21501,15844,13076,4813,13415,11141,23252,19862,11602,23252,21798,19090,9942,24810,24136,7583,24376,-1,11877,15462,16806,13101,10424,11707,7908,10528,10801,13111,10754,10793,10787,7135,20441,11024,16327,9743,8794,11658,7848,11805,8021,9015
ソウル,ソウル,ソウル,8422,7460,5828,11364,7639,2876,4170,2391,4667,4323,8594,11052,11750,5029,14260,2755,3146,-1,11632,5182,13049,2743,8019,-1,-1,15877,3214,19673,17219,3214,2998,18906,-1,5756,5807,5112,-1,1079,16065,12816,8813,12908,14177,12005,10091,14240,14414,6782,14402,14420,14424,4139,15210,-1,2882,-1,11697,4781,-1,2310,1803,2805
かち,かち,カチ,8587,11455,17146,7212,3549,2876,4170,2391,4667,16460,13585,11052,4541,8574,14260,1915,2053,1212,1709,720,2093,1425,19861,4925,1236,1949,18545,22358,15981,1876,1743,15492,2520,739,798,696,2050,23002,2485,12350,1866,1472,1116,1014,1048,1701,3207,1005,1558,1271,844,20222,1185,21662,1493,1024,1257,16295,18392,2826,1312,1000
おつ,おつ,オツ,8650,20704,25005,11364,4754,2876,4170,2391,4667,16460,13585,11052,11750,14238,21622,7123,16600,3349,17497,10013,2852,17727,23452,6719,24075,7878,17908,15700,5730,17908,16783,15083,17617,2011,2629,8347,9851,9851,3542,20944,12063,6499,12520,6657,24268,12597,12809,14774,12784,12799,12817,3830,6617,16026,16129,1665,8119,3826,22317,5026,6148,336
ばしゃ,ばしゃ,バシャ,8771,16266,13258,11364,7639,2876,4170,4014,4667,16460,13585,5139,11750,10632,21622,6940,10139,2481,13715,16927,16254,6173,5284,9548,5415,1675,8051,19998,3706,8051,7529,19221,7863,5706,5197,13249,9304,-1,1850,7694,8781,9764,7367,23612,4696,7526,7914,10814,7826,7868,7885,17938,9109,396,6406,-1,1697,11728,21214,8366,7920,15848
うす,うす,ウス,9076,11455,13258,7212,4754,2876,4170,1705,4667,10817,13585,11052,7431,7239,21622,13325,9171,360,-1,24894,-1,16684,23997,-1,24638,2874,13743,8409,3310,13743,12886,18138,6501,4639,4715,7702,5363,-1,22721,12294,13071,2006,15991,17475,12512,16032,16191,17716,16174,16202,16202,19102,3141,4541,14193,-1,-1,17010,16255,8292,11983,23405
かま,かま,カマ,9711,16266,13258,11364,7639,2876,4170,4014,4667,16460,13585,5139,11750,21702,10747,14437,5981,4411,12011,13840,14326,6101,16552,7937,8095,8379,8602,9289,3463,8602,8048,22757,12956,1810,2286,10409,19713,-1,10081,10324,9572,1847,17370,16597,12750,17400,17540,18928,17534,17543,17558,15353,2666,3921,6360,-1,6810,9460,5682,14290,12069,24281
どき,どき,ドキ,9834,11455,9191,11364,7639,2876,2405,4014,4667,8262,8594,11052,11750,8574,14260,5899,-1,12221,16987,16616,10995,-1,19664,3847,16386,18393,14142,9008,10777,13693,12841,22369,12540,10391,11005,22334,-1,20493,7817,6334,23906,4120,18469,17792,15360,18492,18622,19896,2470,18630,18630,6751,4497,11136,-1,-1,14373,14554,3836,9366,4689,11298
かぶ,かぶ,カブ,9931,20704,17146,11364,7639,2876,4170,4014,4667,16460,13585,6998,11750,21702,14260,3317,5630,2938,3036,2789,3830,3861,14341,2180,14722,5607,23163,11604,4729,23163,21713,11156,14210,4714,4746,17983,13598,375,4956,14247,9324,2324,5604,5236,5230,862,6324,5807,6202,6201,6268,1213,1858,9066,4011,4021,5745,20907,9599,2954,3884,17382
じく,じく,ジク,9943,20704,17146,11364,7639,2876,4170,4014,4667,16460,13585,6998,11750,21702,14260,2027,8565,4701,6705,3841,13524,14742,9055,-1,9289,7690,8378,6064,4472,8378,7840,5843,12210,9748,10571,3666,8782,23421,8146,19089,8679,1456,1495,862,7087,2009,1210,3975,1631,2586,3058,3454,1675,7800,15284,-1,6495,3355,6255,1970,4604,2500
むち,むち,ムチ,10354,20704,25005,7212,7639,2876,4170,4014,4667,16460,13585,6998,11750,21702,14260,19166,20816,2679,13945,19385,16634,22182,23612,12688,7554,3489,7015,19933,2756,17957,16831,19159,7405,7536,8895,17158,1886,-1,3981,11573,21660,6584,9837,8747,8278,9953,10241,12676,10188,10223,10220,12494,9046,3903,18449,-1,4628,13671,23625,10129,7383,10648
おなら,おなら,オナラ,10518,3322,2486,11364,7639,2876,4170,4014,4667,16460,6377,854,11750,3136,3619,-1,10944,7832,20922,17642,10464,7982,9200,-1,6531,12376,17147,17937,24587,17147,16069,17235,23449,18083,19170,24275,2947,-1,13069,17383,20978,14065,22681,-1,16688,22685,22763,23721,22773,22784,22790,16528,11669,10474,8305,-1,16388,21760,7586,-1,22033,22215
ぶし,ぶし,ブシ,10528,20704,17146,11364,7639,2876,4170,4014,4667,10817,13585,11052,11750,14238,21622,4187,3070,2079,6708,8677,2588,7823,10518,4783,10784,2346,4542,2103,11659,4542,4248,2033,4995,14074,15750,7340,22200,12152,2446,12704,4145,1424,12293,13777,14972,12375,12586,2358,12565,12582,12596,8237,1406,12145,7737,-1,23648,9565,7903,3199,8571,8438
はう,はう,ハウ,10529,11455,9191,11364,7639,2876,4170,4014,4667,10817,5138,11052,11750,14238,8749,-1,10346,-1,8128,16969,1404,10630,22070,1720,21487,8662,20569,17534,5727,16418,15383,9740,2533,-1,-1,-1,1142,-1,940,9005,7566,5926,11949,24873,8114,12032,12252,14333,12228,12254,12258,10529,4877,4962,11052,4729,16919,-1,1562,15762,15417,13019
さび,さび,サビ,12108,5116,17146,11364,7639,339,4170,4014,4667,2435,13585,11052,7431,6269,4411,-1,21385,3323,18787,11468,10441,22048,19335,-1,11498,13679,9608,8226,2631,21173,19842,15590,10085,18486,22226,12919,7944,-1,16171,22737,18531,4913,20474,-1,15694,20487,20591,21718,20594,20599,20612,4552,9472,10898,22641,-1,16188,14960,9001,-1,15671,18183
