word,hiragana,katakana,BCCWJ_LUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
都市部,としぶ,トシブ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
動員する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
土手,どて,ドテ,3,3,3,2,3,4,3,3,3,3,2,4,2,3,2,2,2,4,3,2,2,1,2,2,3,1,2,3,1,1,2,2,2,1,2,2,1,3,1,2,2,3,2,3,3,3,4,3,3,3,2,2,1,1,3,2,2,2,2,2
八十六年,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
不登校,ふとうこう,フトウコウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
別途,べっと,ベット,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,2,1,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,3,3,2,3,2,2,2,2,2,4,2,1,3,1,2,1,2,3,3
右腕,みぎうで,ミギウデ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,2,3,3,3,3,4,2,3,4,4,3,3,3,2,2,4,1,3,3,3,1,2,1,2,2,2,2,2,2,2,2,4,3,3,3,2,3,3,2,2
薬局,やっきょく,ヤッキョク,3,3,2,4,3,4,3,3,3,3,3,2,3,2,3,2,1,2,3,4,2,3,3,3,2,1,2,2,1,1,2,1,3,3,3,1,2,2,1,2,1,2,2,3,2,2,2,2,2,2,3,1,3,1,2,3,2,2,2,2
行き着く,いきつく,イキツク,3,2,2,3,3,4,3,3,4,2,3,2,3,2,3,1,2,1,3,2,2,2,2,2,2,3,2,3,3,3,2,3,1,1,2,3,1,2,2,2,2,3,3,3,3,3,3,3,3,3,2,3,2,1,2,2,3,1,2,2
御医者さん,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
格別,かくべつ,カクベツ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,2,3,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,3,1,2,2
塵箱,ごみばこ,ゴミバコ,3,3,3,3,4,4,3,3,4,3,3,3,3,3,3,1,1,1,3,2,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,4,3,2,1,1,1,1,3,1,1,1
差し支える,さしつかえる,サシツカエル,3,2,2,2,4,4,3,3,3,2,2,2,3,3,2,1,1,1,3,2,2,1,2,2,2,2,1,3,2,2,1,2,1,1,1,2,1,3,1,2,2,2,3,2,2,2,3,2,2,2,2,2,1,1,2,1,3,1,1,1
地主,じぬし,ジヌシ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2,2,3,1,1,3,1,2,1,1,2,2,2,1,2,2,1,1,1,2,3,3,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,1
船長,せんちょう,センチョウ,3,2,3,2,3,4,3,3,3,2,3,2,2,3,2,3,4,3,3,2,4,4,4,4,4,4,1,3,4,4,1,1,5,4,2,1,2,4,3,4,1,1,1,2,1,1,1,1,1,1,2,3,4,1,3,3,2,3,4,3
退院する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
痛感する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
貧困,ひんこん,ヒンコン,3,2,3,2,3,4,3,3,3,3,2,2,2,2,3,3,2,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,1,3,3,3,3,3,2,3,3,3,2,2,3,1,2,3,2,3,3,3
ぴんと,ぴんと,ピント,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
間柄,あいだがら,アイダガラ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,2,2,4,2,2,2,2,2,2,3,2,2,3,2,2,2,3,2,2,2,3,1,3,2,2,1,3,3,3,3,3,2,3,3,3,2,3,2,1,3,2,3,2,1,1
アレンジ,アレンジ,アレンジ,3,3,3,3,4,4,3,4,3,3,3,2,3,3,3,3,2,1,3,4,2,2,2,1,1,1,1,2,2,3,3,2,2,2,3,2,2,1,2,2,4,3,2,4,3,3,3,3,3,4,4,2,2,1,2,3,3,4,3,3
ウイスキー,ウイスキー,ウイスキー,3,4,4,2,3,4,3,3,5,4,3,4,2,4,3,2,2,1,3,3,2,3,3,1,3,1,1,3,1,1,1,2,3,3,2,1,2,3,1,2,3,3,2,3,3,3,3,3,3,3,2,2,3,1,2,2,2,2,3,2
観測する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
京都市,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
ギャップ,ギャップ,ギャップ,3,2,3,2,3,4,4,3,3,3,2,2,3,3,2,2,2,1,3,3,2,2,2,1,2,1,1,2,2,2,3,3,2,2,3,3,2,2,2,3,4,3,4,3,3,3,3,3,3,3,3,3,2,1,2,3,3,2,3,3
精子,せいし,セイシ,3,2,1,3,3,4,3,3,3,2,2,2,2,2,2,2,1,1,3,3,2,3,3,3,2,1,1,2,1,1,1,3,3,3,2,5,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,3,1,2,3,3,2,1,2
相互作用,そうごさよう,ソウゴサヨウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
調達する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
百姓,ひゃくしょう,ヒャクショウ,3,3,3,2,3,4,3,3,3,3,4,3,2,3,3,2,2,4,3,2,3,1,2,1,4,1,1,4,1,1,1,1,2,2,2,1,1,4,1,1,1,3,2,3,3,3,3,3,3,3,1,1,1,1,3,2,2,2,2,2
触れ合う,ふれあう,フレアウ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,1,2,1,3,3,2,2,2,2,2,2,3,2,2,2,3,4,1,1,1,4,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,3,2,3,3,1,4,3,2,2
四人分,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
喚く,わめく,ワメク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,3,3,3,3,2,4,2,2,2,3,2,2,1,3,1,2,2,2,4,2,1,2,2,2,2,2,2,2,2,3,2,1,3,1,3,1,1,1
鰹,かつお,カツオ,3,3,3,2,3,4,3,3,3,3,3,2,3,3,3,1,1,2,3,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1
経済学,けいざいがく,ケイザイガク,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
そん,そん,ソン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,3,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,2,4,4,4,4,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,4,2,3,4
吊れる,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1
寄り添う,よりそう,ヨリソウ,3,2,1,3,3,4,4,3,3,2,2,2,2,2,2,1,2,1,2,3,3,2,2,2,2,2,3,3,2,2,3,3,1,1,1,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,4,3,1,4,1,2,3
伯母ちゃん,おばちゃん,オバチャン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
会見,かいけん,カイケン,3,3,4,2,3,4,3,3,3,3,3,2,4,3,3,4,3,3,3,4,3,3,3,3,3,2,2,3,2,2,2,2,3,3,4,1,1,3,2,3,1,3,2,3,3,3,3,3,3,3,3,2,3,1,3,4,2,3,3,4
考案する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
高校時代,こうこうじだい,コウコウジダイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1
三割,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
時価,じか,ジカ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,2,1,2,3,3,1,1,2,1,1,1,1,1,2,3,3,1,1,2,3,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,3
第十三条,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
第六章,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
当社,とうしゃ,トウシャ,3,2,1,2,4,4,3,3,3,2,2,2,3,2,2,3,2,1,3,5,2,2,2,2,1,1,1,2,1,1,1,1,2,2,4,2,1,1,1,1,2,2,3,3,2,2,2,2,2,2,5,1,2,1,2,3,1,3,3,3
逃がす,にがす,ニガス,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,4,1,2,2,4,4,4,4,3,5,4,3,5,5,4,4,1,1,1,4,1,3,4,4,1,2,2,2,2,2,2,2,2,2,2,4,4,4,3,1,4,2,3,3
見慣れる,みなれる,ミナレル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,1,4,1,1,1,3,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1
油断,ゆだん,ユダン,3,3,3,2,3,4,3,3,3,2,3,3,2,3,2,1,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,1,4,4,4,2,2,2,3,2,2,2,2,2,2,3,4,4,4,4,3,4,2,3,3
四十四年,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
御家,おうち,オウチ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3
奥行き,おくゆき,オクユキ,3,2,2,2,3,4,3,3,3,2,2,3,3,2,2,2,1,1,3,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,2,3,3,3,2,2,1,1,2,2,2,2,2,2
契約書,けいやくしょ,ケイヤクショ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2
指揮する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
十回,じっかい,ジッカイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
スピーカー,スピーカー,スピーカー,3,3,4,2,4,4,3,4,3,2,2,4,4,4,3,2,2,1,3,3,2,3,3,1,3,1,1,3,2,2,2,3,3,3,3,3,2,3,2,3,4,4,4,3,4,4,3,5,4,4,3,2,3,1,3,3,3,2,4,4
装備する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
贈与,ぞうよ,ゾウヨ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1
手口,てぐち,テグチ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2,3,3,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,3,1,2,3,2,1,2,2
飛び付く,とびつく,トビツク,3,2,2,3,3,4,4,3,3,2,3,2,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,3,1,1,1,1,4,1,1,1
人間的,にんげんてき,ニンゲンテキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,3,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
武力,ぶりょく,ブリョク,3,2,1,3,3,4,3,3,3,2,2,2,2,2,2,3,2,3,3,3,2,2,3,3,3,3,1,3,3,3,1,2,2,2,3,1,1,2,2,3,1,2,2,3,2,2,2,2,2,2,2,3,2,1,3,2,2,3,3,3
ベーコン,ベーコン,ベーコン,3,3,3,4,3,4,3,3,3,4,3,2,2,3,3,2,2,1,3,2,2,3,3,1,2,1,1,2,2,2,3,2,3,3,2,2,2,2,2,2,4,3,2,3,3,3,2,3,3,3,3,3,3,1,2,3,3,2,3,3
交わる,まじわる,マジワル,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,3,3,3,2,3,1,1,1,4,1,3,2,2,2,3,3,2,3,3,2,3,3,3,2,3,2,1,3,2,3,2,2,2
又もや,またもや,マタモヤ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,3,2,2,1,2,1,1,2,2,1,3,2,1,4,1,1,1,1,1,1,1,1,1,3,3,2,3,3,2,2,1,2,2
有能,ゆうのう,ユウノウ,3,2,1,2,4,4,3,4,3,2,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,2,2,3,2,2,2,2,3,3,2,2,1,3,2,3,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2
四年生,よねんせい,ヨネンセイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
零一,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
労働条件,ろうどうじょうけん,ロウドウジョウケン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
言い掛ける,いいかける,イイカケル,3,2,2,2,3,4,3,3,4,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,3,1,1,2,1,4,1,1,1
海底,かいてい,カイテイ,3,2,3,2,3,4,3,3,4,2,3,2,3,3,2,3,3,3,3,2,1,3,3,3,3,4,2,3,4,4,2,2,3,2,2,2,1,3,2,2,1,2,1,2,2,2,3,2,2,2,2,3,3,3,2,2,2,3,3,3
賢明,けんめい,ケンメイ,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,1,2,3,3,3,2,3,3,3,3,3,2,3,3,3,2,3,3,3,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,3,1,2,2
悟り,さとり,サトリ,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,2,1,1,2,2,3,2,2,2,2,2,1,3,2,2,1,2,1,2,2,1,1,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,2,3,1,1,3
証言する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
