word,hiragana,katakana,BCCWJ_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
を,を,ヲ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
為る,する,スル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,4,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,5,5,5,2,5,5,5,5,5
で,で,デ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,5,5,5
居る,いる,イル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,5,1,3,4,5,5,5,5,5,5,4,4,4,5,1,1,3,5,2,1,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,4,5,3,4,5
ている,ている,テイル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
成る,なる,ナル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,1,5,1,2,2,5,5,4,5,5,5,2,3,3,3,2,2,3,3,2,2,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,4,2,5,3,2,3
一,いち,イチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,5,1,1,5,2,2,1,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
である,である,デアル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
という,という,トイウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,1,5,5,1
のだ,のだ,ノダ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,5,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
十,じゅう,ジュウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,3,5,1,1,5,3,3,3,5,4,4,5,5,2,5,4,3,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,4,5,5,4
其れ,それ,ソレ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,5,5,5
のです,のです,ノデス,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
五,ご,ゴ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,4,5,1,1,5,1,1,5,5,5,5,4,4,4,5,4,3,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,5,4,4
四,よん,ヨン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,4,2,1,1,5,1,1,5,3,3,3,5,4,4,5,4,3,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,5,4
として,として,トシテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,1,5,5,1
良い,よい,ヨイ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,1,4,4,5,5,1,1,5,5,2,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5
へ,へ,ヘ,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,5,5
因る,よる,ヨル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5
六,ろく,ロク,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,3,4,2,1,1,5,1,1,5,2,3,3,4,3,3,5,4,3,5,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4
二十,はたち,ハタチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,3,2,1,1,1,1,1,1,1,5,1,1,2,1,3,3,1,1,1,5,2,2,2,1,5,5,5,5,5,5,5,5,5,3,1,4,1,3,5,1,3,1,1,3
について,について,ニツイテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,2,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,4,5,2,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,1,5,5,1
って,って,ッテ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,4,5,5
八,はち,ハチ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,3,4,1,1,1,5,1,1,5,1,1,2,5,3,3,5,4,2,5,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,5,4,4
ではない,ではない,デハナイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
てくる,てくる,テクル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
七,なな,ナナ,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,5,3,3,4,1,1,1,5,1,1,5,1,1,1,4,4,4,5,4,3,5,4,4,4,5,5,5,5,5,5,5,4,5,5,5,5,5,4,3,5,4,5,5,4,4
けれど,けれど,ケレド,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,4,1,5,4,4,4,5,5,5,5,5,1,4,4,4,5,4,4,5,1,1,5,4,5,1,3,5,5,5,5,5,5,5,5,5,5,3,1,4,4,5,4,1,2,5,5
九,きゅう,キュウ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,3,3,4,3,3,2,5,1,1,5,2,2,2,4,3,3,5,4,2,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,4,5,5,4,3
てしまう,てしまう,テシマウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
日本,にほん,ニホン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,4,5,5,4,5,5,4,5,5,5,4,5,5,4,5,2,5,5,5,5,4,5,5,5,5,5,5,5,1,5,3,5,5,1,5,5,5
千,せん,セン,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,3,4,2,1,1,5,1,1,5,3,3,2,5,4,4,5,4,2,4,3,5,4,5,5,5,5,5,5,5,4,5,5,4,5,4,5,1,4,5,4,5,5,4
三十,さんじゅう,サンジュウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,2,2,1,1,1,1,1,1,1,5,1,1,1,1,2,2,1,2,1,5,1,2,1,1,5,5,5,5,5,5,5,5,5,3,1,4,1,3,5,1,3,1,1,3
ておる,ておる,テオル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
零,れい,レイ,5,4,4,4,3,4,3,4,3,4,4,4,4,4,4,3,4,3,3,4,3,1,1,1,3,4,4,4,1,2,1,5,2,2,2,2,3,4,2,4,3,2,5,5,4,4,5,4,4,4,4,5,3,5,3,1,4,3,5,4,3,2
ていく,ていく,テイク,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
．,てん,テン,5,5,5,5,4,4,4,5,4,4,5,4,4,5,5,1,1,1,1,1,1,2,1,2,3,3,2,1,3,3,2,1,1,5,5,1,1,1,1,1,1,1,5,5,4,5,5,5,4,4,4,1,1,3,1,1,4,1,3,1,1,1
てみる,てみる,テミル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
等,とう,トウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,1,3,3,5,5,4,5,5,4,3,3,3,3,5,5,5,4,5,1,5,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5
のである,のである,ノデアル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
によって,によって,ニヨッテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,1,1,5,1,1,1,1,1,1,5,1,1,5,4,5,2,4,5,1,5,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,5,1,5,5,1
てくれる,てくれる,テクレル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
於く,おく,オク,5,3,3,3,4,4,3,3,4,3,3,2,4,3,3,1,1,1,1,1,1,1,5,4,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,5,5,5,5,4,5,2,5,1,4,3,1,4,3,1,2
五十,ごじゅう,ゴジュウ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,2,2,1,1,1,1,1,1,1,5,1,1,1,1,2,2,1,2,1,4,1,2,2,1,5,5,5,5,5,5,4,5,5,3,1,4,1,1,4,1,3,1,1,2
御座る,ござる,ゴザル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,3,5,5,5,5,3,5,5,5,5,5,5,2,1,1,2,4,1,3,4,5,5,2,5,5,5,4,5,5,5,5,5,5,2,5,5,5,3,3,5,2,5,3
円,えん,エン,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,4,1,3,5,4,2,4,4,4,5,4,4,4,5,5,3,1,4,4,2,5,5,4,5,5,5,4,5,4,5,5,5,4,4,3,5,5,4,5,5,5
一つ,ひとつ,ヒトツ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,4,1,1,1,5,1,1,1,1,1,1,5,2,2,5,5,1,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,5,1,5,5,1
其処,そこ,ソコ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,2,3,3,5,1,1,2,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,2,5,5,4,5,5
九百,きゅうひゃく,キュウヒャク,5,4,4,4,4,5,4,4,3,5,4,4,4,4,4,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,5,5,5,5,4,5,4,1,1,2,1,1,2,1,1,1,1,1
てくださる,てくださる,テクダサル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
百,ひゃく,ヒャク,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,4,5,3,3,4,1,1,1,5,1,1,5,1,1,1,5,4,4,5,4,1,4,3,4,3,5,5,5,5,5,5,5,4,4,5,4,5,4,4,3,5,5,4,5,4,3
下さる,くださる,クダサル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,4,4,4,5,5,5,5,5,5,3,3,4,5,1,1,3,5,1,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,5,4,5,5,2,5,2,5,5
及び,および,オヨビ,5,3,2,3,4,4,3,3,3,2,2,3,4,3,2,5,3,1,5,1,3,3,5,3,3,3,2,4,3,3,2,2,3,3,5,3,5,1,3,3,4,3,5,5,4,4,5,4,4,4,4,5,4,1,2,5,3,4,1,5,4,4
において,において,ニオイテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,5,1,1,1,1,1,1,4,1,1,5,3,5,5,2,4,5,5,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,5,1,5,5,1
対する,たいする,タイスル,5,5,5,5,5,5,4,5,3,5,4,4,5,5,4,5,3,1,5,3,2,5,5,5,2,4,4,5,4,4,4,3,1,1,1,2,1,4,4,2,2,2,5,5,5,4,5,5,5,4,5,5,2,5,2,5,5,2,5,2,4,5
による,による,ニヨル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,5,4,1,1,1,5,1,1,1,1,1,1,4,1,1,5,1,5,5,4,4,5,5,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,5,1,5,5,1
四十,よんじゅう,ヨンジュウ,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,1,5,2,2,1,1,1,1,1,1,1,5,1,1,1,1,2,2,1,2,1,4,1,1,2,1,5,5,5,5,5,5,4,5,4,2,1,4,1,1,4,1,2,1,1,2
呉れる,くれる,クレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,5,1,5,5,5,5,3,5,5,5,5,5,5,5,1,1,5,1,1,1,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,5,5,3,5,5,4,5,5
ことができる,ことができる,コトガデキル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
パーセント,パーセント,パーセント,5,4,4,4,5,4,4,4,4,4,4,4,5,5,4,3,4,1,5,3,4,4,1,1,4,1,1,4,3,3,4,2,3,3,3,3,1,4,3,1,4,4,5,5,5,5,5,5,4,4,4,5,4,4,4,1,3,3,4,3,4,4
何時,なんじ,ナンジ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,5,5,1,2,2,5,5,2,5,5,1,2,2,2,2,4,4,3,3,1,1,5,4,2,1,5,4,5,5,5,5,5,5,5,5,1,5,2,3,3,2,5,1,1,3
ことになる,ことになる,コトニナル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
でも,でも,デモ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,1,5,1,1,1,1,1,1,5,4,4,5,1,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,5,1,5,5,1
六十,ろくじゅう,ロクジュウ,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,1,5,2,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,5,5,4,5,4,5,4,2,1,3,1,1,4,1,2,1,1,1
により,により,ニヨリ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,5,2,5,1,4,4,1,5,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,5,1,5,5,1
九十,きゅうじゅう,キュウジュウ,5,5,5,5,5,4,3,5,4,5,5,5,5,5,5,2,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,1,3,1,1,1,1,5,5,5,5,5,5,4,4,4,2,1,3,1,1,3,1,2,1,1,1
ために,ために,タメニ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
のではない,のではない,ノデハナイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
八十,はちじゅう,ハチジュウ,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,2,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,2,1,4,1,1,2,1,5,5,5,5,5,5,4,4,4,2,1,3,1,1,4,1,2,1,1,1
ておく,ておく,テオク,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
七十,しちじゅう,シチジュウ,5,5,5,5,4,5,4,3,4,5,5,5,5,5,5,2,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,5,5,5,5,4,5,4,2,1,3,1,1,4,1,2,1,1,1
における,における,ニオケル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,4,1,1,1,1,1,1,3,1,1,5,3,4,4,3,4,5,5,1,1,1,1,1,1,1,1,1,1,5,1,3,1,1,4,1,5,5,1
二千,にせん,ニセン,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,2,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,1,1,1,3,1,1,1,1,5,4,5,5,5,5,5,5,4,2,1,3,1,1,3,1,2,1,1,2
又は,または,マタハ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,1,1,1,2,1,1,1,1,1,1,2,1,1,4,2,4,4,2,2,4,2,1,1,1,1,1,1,1,1,1,1,3,1,3,1,1,4,1,4,4,1
に対する,にたいする,ニタイスル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,5,1,1,1,1,1,1,4,1,1,5,4,3,5,3,4,3,5,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,5,1,5,5,1
に対して,にたいして,ニタイシテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,5,1,1,1,1,1,1,4,1,1,5,4,5,5,4,4,3,5,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,5,1,5,5,1
に関する,-,-,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,4,1,1,1,4,1,1,1,1,1,1,3,1,1,5,3,2,4,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,5,1,5,5,1
何の,なんの,ナンノ,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,5,4,1,1,5,5,2,4,4,1,1,1,1,2,1,1,1,1,1,4,5,2,1,1,5,5,5,5,5,5,5,5,5,5,1,5,1,1,1,1,5,1,1,1
知れる,しれる,シレル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,5,4,4,4,5,5,5,5,5,5,4,4,4,5,1,1,1,4,1,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,2,5,3,5,4
てもらう,てもらう,テモラウ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
関する,かんする,カンスル,5,5,4,5,5,4,5,5,4,5,4,4,5,5,4,5,1,1,5,3,2,4,5,4,1,4,4,5,4,4,4,1,1,1,1,2,1,3,4,1,1,4,5,5,5,4,5,5,5,5,5,5,3,5,2,5,5,1,4,1,4,5
言える,いえる,イエル,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,4,1,5,5,1,1,5,1,1,1,5,5,5,5,1,1,4,5,1,1,2,5,1,3,1,1,1,1,1,1,1,1,1,1,3,1,5,4,5,4,1,4,5,5
なければならない,なければならない,ナケレバナラナイ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
昭和,しょうわ,ショウワ,5,4,5,4,4,4,4,3,4,4,4,5,4,4,4,5,3,4,4,4,2,1,1,1,4,1,2,4,1,1,2,2,2,2,4,2,3,4,2,3,1,5,5,5,5,5,4,5,4,5,4,4,5,1,2,1,4,4,1,5,4,4
にとって,にとって,ニトッテ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,1,5,1,1,1,1,1,1,5,1,1,5,5,1,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,4,1,5,1,1,5,1,4,5,1
二百,にひゃく,ニヒャク,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,2,1,4,1,2,1,1,1,1,1,1,1,4,1,1,1,1,2,2,1,1,1,4,1,1,1,1,5,5,5,5,5,4,4,4,4,2,1,4,1,3,4,1,2,1,1,1
頂く,いただく,イタダク,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1,5,1,5,5,4,4,5,5,4,5,5,5,4,4,4,4,1,1,3,5,1,5,5,4,5,2,5,5,5,4,5,5,5,5,5,5,2,5,4,4,4,3,5,2,5,5
返る,かえる,カエル,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,5,4,3,3,5,5,4,5,5,1,3,3,3,4,1,1,3,3,1,5,3,3,4,4,5,4,5,4,5,5,5,4,5,5,4,5,3,3,4,2,5,2,4,4
平成,へいせい,ヘイセイ,5,4,4,4,4,4,4,3,4,4,3,5,4,4,4,5,3,1,5,3,2,1,1,1,2,1,2,3,1,1,2,1,1,1,5,2,3,3,1,2,1,4,4,4,4,5,4,5,4,4,4,5,5,1,2,3,3,4,1,5,5,4
感ずる,かんずる,カンズル,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,1,1,1,5,1,1,5,5,5,3,5,5,1,5,5,5,1,1,1,2,1,1,3,1,1,1,3,5,5,5,4,5,5,5,4,5,5,3,5,1,4,5,1,5,1,1,5
だから,だから,ダカラ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,5,1,1,1,5,1,1,1,1,1,1,5,2,2,5,1,4,5,5,5,5,2,1,1,1,1,1,1,1,1,1,1,2,1,5,1,1,5,1,2,5,1
多く,おおく,オオク,5,3,3,3,3,4,4,3,3,3,3,2,4,3,3,5,4,1,5,1,5,5,1,5,5,4,4,5,4,4,4,4,5,5,5,4,1,1,4,4,1,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,4,5,5,5
詰まり,つまり,ツマリ,5,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,5,1,4,1,5,5,5,5,5,5,5,5,5,5,5,5,2,5,2,1,5,1,5,5,5,2,5,5,5,5,5,5,5,4,5,4,3,5,5,4,5,2,5,4,5,5
彼等,かれら,カレラ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,3,2,1,4,1,2,3,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1
此れ等,これら,コレラ,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,4,1,1,1,1,1,1,3,1,1,5,1,3,4,3,3,4,3,1,1,1,1,1,1,1,1,1,1,4,1,3,1,1,4,1,5,4,1
年度,ねんど,ネンド,5,4,4,5,5,4,4,4,3,4,3,3,5,5,4,5,1,2,5,1,2,3,1,3,2,2,3,3,2,2,3,1,2,2,5,1,1,2,1,1,2,3,4,4,3,4,4,4,4,4,4,4,3,2,2,1,3,4,3,5,4,4
