word,hiragana,katakana,BCCWJ_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
原則的,げんそくてき,ゲンソクテキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
佇まい,たたずまい,タタズマイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,3,2,2,2,2,1,1,1,1,1,2,1,1,3,1,1,2,2,1,1,1,1,1,1,2,1,3,1,1,2,1,3,1,1,1
堪能する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
煙突,えんとつ,エントツ,2,3,1,4,3,4,3,3,3,2,2,4,2,2,3,3,2,4,2,1,2,2,1,2,3,1,2,3,1,2,2,2,2,2,2,1,1,3,1,2,1,2,2,1,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3
前髪,まえがみ,マエガミ,2,3,4,2,3,4,3,3,3,4,3,3,3,3,3,1,2,3,2,2,2,2,1,2,3,2,3,3,2,2,3,3,1,1,2,3,1,3,2,3,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,3,2,3,2,2,3
独りぼっち,ひとりぼっち,ヒトリボッチ,2,2,2,2,3,4,3,3,3,3,2,2,3,3,2,1,3,1,2,3,3,3,1,3,1,3,3,3,3,3,3,1,2,2,1,2,1,1,3,3,4,1,2,2,2,2,2,3,2,2,2,2,1,2,3,1,2,1,3,1,1,2
開拓する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
発動する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
見入る,みいる,ミイル,2,2,3,2,3,4,3,3,3,3,2,3,3,2,3,1,1,1,2,1,1,1,4,1,3,2,2,3,2,2,2,3,1,1,1,2,1,3,1,1,3,1,2,1,2,2,2,2,2,2,2,2,1,3,1,1,3,1,3,1,2,1
バスルーム,バスルーム,バスルーム,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,1,1,1,1,1,3,1,2,1,2,3,3,1,1,1,2,1,2,3,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,3,1,2,1,2,2
衰退する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
滲み出る,にじみでる,ニジミデル,2,2,2,2,3,4,4,3,3,3,2,2,2,2,2,1,1,1,2,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,3,1,1,1
ふんだん,ふんだん,フンダン,2,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,1,1,3,1,1,1,3,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,4,1,2,2,3,2,2,2,2,2,2,2,1,3,1,1,2,1,2,1,2,2
疑念,ぎねん,ギネン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,2,2,1,2,3,2,2,3,2,2,2,3,2,2,2,2,1,3,2,2,1,1,2,3,2,2,2,2,2,2,2,1,2,3,2,1,3,2,3,2,2,2
所持する,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
境界線,きょうかいせん,キョウカイセン,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,3
狼狽える,うろたえる,ウロタエル,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,4,2,3,3,2,3,3,3,2,2,1,1,1,2,1,1,3,3,4,2,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,1,3,1,1,1
明後日,あさって,アサッテ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,2,2,1,2,3,2,3,3,2,2,3,3,2,2,2,3,1,3,3,3,4,2,2,2,2,2,2,2,2,2,2,3,2,3,2,1,3,2,3,1,3,2
韓国語,かんこくご,カンコクゴ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2
ジェンダー,ジェンダー,ジェンダー,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,3,4,2,3,3,2,3,3,3,2,1,1,1,1,1,2,1,2,2,3
奨学,しょうがく,ショウガク,2,3,3,3,3,4,3,3,3,2,3,4,3,3,3,3,1,1,1,1,1,3,1,3,1,1,1,2,1,1,2,1,3,3,2,1,1,1,1,1,1,2,3,2,3,3,3,3,3,3,3,3,1,1,1,1,1,3,2,2,1,1
閉店,へいてん,ヘイテン,2,3,4,2,3,4,3,3,4,3,3,4,3,4,3,3,2,1,3,3,3,3,1,3,2,1,2,2,1,1,2,3,3,3,3,2,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,3,1,2,3,3,2,3,3,3,2,2
血清,けっせい,ケッセイ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,1,3,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,1,1
学芸,がくげい,ガクゲイ,2,3,3,3,3,4,4,3,3,4,2,3,2,4,2,3,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,3,2,2,2,3,2,2,2,2,2,1,1,1,2,2,1,3,1,1
