word,hiragana,katakana,BCCWJ_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JLAB,JPDB,KOKUGOJITEN,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
を,を,ヲ,5,38,43,33,28,22,39,36,42,38,39,43,29,38,40,5,8,-1,5,4,6,6,7,6,8,7,12,-1,7,7,12,7,8,8,6,-1,57,-1,7,6,5,3,11,8,13,20,13,15,25,41,24,10,2,-1,6,2,9,7,-1,5,5,8
為る,する,スル,14,24,24,20,19,23,25,24,25,23,23,25,20,22,24,16,9,-1,11,-1,9,9,10,9,12,9,8,9,9,9,8,5833,32,41,27,16852,1771,-1,30,7,12,11914,15,10,15,9,12,17,21,17,23,12,9898,1,9,5,15736,19,1,3,10,11
で,で,デ,19,11,12,9,15,18,14,11,13,12,10,11,13,12,10,7,16,3,12,9,13,12,13,12,17,12,11,14633,12,12,11,14,12,12,8,1209,22,-1,13,12,6,11,17,16,18,23,16,18,20,14,20,16,11,7727,13,11,17,8,7453,11,13,13
居る,いる,イル,24,66,62,79,63,71,47,72,61,65,69,72,68,69,65,13974,3728,-1,16,-1,4819,1201,12,26,620,21,31,4,1488,1378,1351,587,-1,-1,4269,598,13398,-1,57,2487,19,1439,26,24,30,17,23,30,57,34,50,25,762,2,4953,507,647,1944,2,5225,1645,921
ている,ている,テイル,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
成る,なる,ナル,35,49,50,48,47,41,50,47,48,48,50,46,47,48,48,6158,11312,-1,24,-1,13293,11259,20,36,3936,29,36,11,10426,9775,9743,4133,12688,13339,9978,5591,15964,11658,32,8950,15,629,30,28,34,19,28,31,42,127,60,36,863,7,12899,8709,3734,12033,10,5535,16551,9422
一,いち,イチ,42,65,68,56,52,64,78,60,56,68,59,62,55,57,69,57,99,5,157,266,200,18148,-1,-1,41,-1,-1,15,17870,16748,-1,95,114,130,104,115,1215,200,411,415,2391,19,52,46,59,104,48,67,98,56,62,18,18,26,129,187,47,78,35,51,100,99
である,である,デアル,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,23,573,360,70,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
という,という,トイウ,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,-1,-1,135,164,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,69,-1,-1,47,-1,86,10,163,90,50,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,173,-1,-1,62,-1,47,21,-1
のだ,のだ,ノダ,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,439,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8516,-1,-1,-1,-1,-1,14002,15,1856,191,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
十,じゅう,ジュウ,57,94,114,76,62,135,196,110,115,103,89,101,80,85,105,674,700,297,3254,1414,1037,5451,2524,9058,63,-1,-1,88,4526,4232,5131,688,3165,3288,193,895,12621,528,3963,4616,3407,186,105,94,109,215,84,118,175,75,117,1672,123,297,886,3157,160,307,1079,229,637,2163
其れ,それ,ソレ,66,36,36,37,37,55,42,37,40,39,34,36,37,35,37,83,44,-1,71,-1,48,37,25,41,35,35,35,7,35,32,32,33,33,40,66,-1,8420,-1,48,31,17,13579,28,32,28,22,25,28,35,53,33,105,21644,8,48,47,24530,64,8,147,35,34
のです,のです,ノデス,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,97,527,263,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
五,ご,ゴ,78,142,142,120,133,397,303,122,120,161,129,147,122,118,159,574,1122,141,2804,5348,2314,139,-1,-1,124,-1,-1,87,240,222,199,1390,2952,2984,363,1602,4596,181,904,4613,193,47,115,97,135,382,83,165,280,87,348,47,36,133,1808,4675,180,1275,362,397,1699,2014
四,よん,ヨン,88,150,166,115,133,256,315,114,124,174,131,152,138,130,165,453,1508,117,2467,4425,1719,13088,-1,-1,138,-1,-1,111,7092,6643,7812,515,2754,2510,414,1782,5310,370,2194,2654,-1,42,118,89,157,212,71,146,281,99,302,44,40,145,1410,1244,191,1069,408,334,887,1437
として,として,トシテ,92,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,185,-1,-1,181,212,-1,-1,-1,107,-1,-1,-1,-1,-1,-1,130,-1,-1,78,-1,78,54,296,137,107,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,-1,221,-1,-1,86,-1,24,70,-1
良い,よい,ヨイ,93,33,33,28,36,32,29,28,38,34,30,29,39,37,30,1785,808,-1,41,813,615,600,44,33,606,41,32,-1,1118,1037,555,136,-1,-1,315,17,18992,355,154,538,122,2143,68,112,61,313,128,75,54,47,63,54,1344,16,642,122,286,136,11,937,54,95
へ,へ,ヘ,94,440,403,501,638,1733,392,1362,362,789,470,244,529,388,484,43,90,-1,80,100,70,73,38,80,43,99,184,-1,99,90,175,65,92,102,97,-1,1995,-1,102,91,64,50,184,229,155,389,215,231,548,579,415,91,43,-1,71,41,57,77,-1,39,133,148
因る,よる,ヨル,109,384,441,332,308,283,557,313,633,402,508,458,291,339,436,55,516,-1,93,-1,689,330,117,345,571,313,557,123,313,289,535,339,17580,18201,883,-1,-1,-1,9557,450,569,678,87,56,166,49,90,160,340,507,282,102,777,113,722,69,162,1123,277,501,521,124
六,ろく,ロク,117,197,214,165,170,312,367,197,199,211,180,202,178,171,221,931,1616,199,4622,4003,3567,10339,-1,-1,172,-1,-1,127,10321,9675,9828,1593,4037,4052,604,2761,9229,371,2636,2652,-1,127,176,166,235,320,140,206,547,101,374,57,73,268,2797,3668,269,2041,779,567,2266,3531
二十,はたち,ハタチ,119,169,213,124,109,722,260,261,199,195,185,185,118,155,183,4100,-1,271,7882,19949,-1,-1,-1,-1,-1,-1,-1,237,-1,-1,16025,-1,9318,9627,-1,-1,-1,384,23854,19834,17477,-1,141,178,149,50,231,253,476,413,237,6329,-1,1190,-1,9523,414,-1,4112,-1,-1,9492
について,について,ニツイテ,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,784,-1,-1,14795,568,-1,-1,-1,260,-1,-1,-1,-1,-1,-1,630,-1,-1,115,1021,426,11310,868,744,182,296,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,191,-1,597,-1,-1,178,-1,138,127,-1
って,って,ッテ,121,19,20,23,22,14,19,21,19,20,20,20,22,21,20,4021,31,-1,106,12,40,38,46,42,104,32,26,-1,32,29,23,37,66,64,152,-1,13087,22,23,19,21,421,25,41,23,16,38,20,18,24,18,48,744,-1,40,46,67,41,-1,3172,37,24
八,はち,ハチ,127,206,241,150,171,833,409,214,315,229,191,203,180,189,225,1141,1301,268,5556,7815,1873,-1,-1,-1,181,-1,-1,141,-1,-1,22598,958,6965,7264,705,3317,10010,589,6250,2224,6367,167,212,185,280,253,594,397,650,102,416,61,87,332,1683,3837,275,1482,726,540,2062,3480
ではない,ではない,デハナイ,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2767,-1,526,-1,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
てくる,てくる,テクル,130,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
七,なな,ナナ,137,285,323,221,245,270,1050,251,251,318,255,279,280,246,342,1037,1191,262,4828,5879,2381,-1,-1,-1,199,-1,-1,181,-1,-1,-1,1087,2313,2614,719,2018,7674,398,2910,1343,2488,207,276,208,429,366,425,404,1563,88,678,66,95,358,1805,5595,295,2032,675,685,2661,3382
けれど,けれど,ケレド,138,34,31,34,33,28,32,32,33,33,32,34,34,34,31,12475,2147,-1,100,2496,2553,2204,72,61,336,69,44,-1,2147,1992,1246,249,2231,2351,575,-1,-1,308,1522,661,-1,6445,27,39,24,52,27,25,30,40,30,58,5534,-1,2687,1027,205,1292,-1,22051,756,65
九,きゅう,キュウ,139,306,476,187,176,1001,788,524,517,372,263,498,213,277,347,1502,1760,523,7184,7200,3131,5511,5631,24884,224,-1,-1,284,24556,23014,14292,1049,8546,9174,662,3634,12685,812,1410,3907,3583,313,260,198,544,199,545,502,855,137,785,63,115,487,2893,9172,312,2532,328,988,3154,5079
てしまう,てしまう,テシマウ,142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
日本,にほん,ニホン,143,221,206,340,230,146,392,342,245,210,239,216,194,197,239,31,524,163,92,497,965,-1,-1,-1,245,1052,654,519,1052,976,627,2051,983,888,102,3974,115,259,1564,672,12824,109,100,128,92,1067,102,65,142,168,98,136,75,-1,958,9850,194,88,-1,30,137,128
千,せん,セン,160,416,473,273,691,497,620,452,633,470,545,379,315,346,505,1472,812,882,6140,6303,1002,19836,-1,-1,370,-1,-1,748,5580,5213,15354,850,2460,2312,581,3215,22165,1896,4118,379,1201,492,269,286,343,96,546,250,1434,93,786,2950,429,2068,949,-1,1307,742,2306,558,480,2512
三十,さんじゅう,サンジュウ,165,278,305,207,298,627,557,412,328,312,228,294,247,247,327,4429,-1,212,10289,23200,-1,-1,-1,-1,-1,-1,-1,317,-1,-1,-1,-1,12207,13850,-1,10636,-1,645,-1,15570,-1,-1,255,242,258,394,247,334,550,232,419,7845,-1,1599,-1,9692,701,-1,4589,-1,-1,8537
ておる,ておる,テオル,166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
零,れい,レイ,167,2090,1783,2179,7639,2876,4170,2391,4667,3224,1727,1180,2443,2075,2117,5360,3113,5416,8581,1689,6508,-1,-1,-1,4659,3192,2068,2386,-1,24260,-1,892,13585,15549,11291,13939,9409,3874,11589,1435,6572,10403,621,352,3155,1350,747,3185,2673,2003,2676,189,5727,161,5765,-1,2913,5883,156,3998,6192,14104
ていく,ていく,テイク,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
．,てん,テン,193,770,975,451,1342,1001,2405,686,1428,1037,456,1180,1216,670,964,-1,-1,-1,-1,-1,-1,17932,-1,18414,4046,8896,16417,-1,8896,8332,15770,-1,-1,216,148,-1,-1,-1,-1,-1,-1,-1,264,170,1245,239,187,991,2602,1836,2599,-1,-1,7722,-1,-1,1743,-1,6637,-1,-1,-1
てみる,てみる,テミル,194,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
等,とう,トウ,195,274,273,279,256,722,282,160,245,272,275,379,263,205,379,143,5523,293,146,-1,6546,6147,67,88,1259,56,118,1526,5902,5514,7448,4113,514,547,236,2234,592,-1,376,20824,891,1036,180,163,317,88,208,329,479,578,414,113,344,58,1544,1292,760,331,111,142,362,389
のである,のである,ノデアル,196,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
によって,によって,ニヨッテ,198,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,750,-1,-1,-1,1192,-1,-1,-1,278,-1,-1,-1,-1,-1,-1,822,-1,-1,225,1082,508,20348,1063,626,-1,98,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,-1,1262,-1,-1,275,-1,87,215,-1
てくれる,てくれる,テクレル,202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
於く,おく,オク,203,5383,7105,7212,2913,1001,4170,4014,2712,4862,8594,11052,2976,4277,7428,-1,-1,-1,-1,-1,-1,-1,261,2024,9446,1453,2851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,130,79,305,1073,174,216,475,840,1428,256,13682,851,-1,1887,7296,-1,1314,6294,-1,22548
五十,ごじゅう,ゴジュウ,205,334,350,281,387,833,513,269,481,353,319,285,394,320,349,6828,-1,415,10503,23629,-1,-1,-1,-1,-1,-1,-1,487,-1,-1,-1,-1,17069,19281,-1,11409,-1,1088,-1,21976,23390,-1,336,315,381,403,551,469,1439,217,376,9959,-1,2387,-1,-1,1250,-1,7698,-1,-1,14635
御座る,ござる,ゴザル,218,217,217,234,207,214,291,524,744,164,407,225,207,257,196,-1,110,-1,169,5715,275,273,140,285,5499,262,225,348,262,244,214,11992,-1,-1,23914,2185,-1,4633,1184,376,448,13625,191,202,196,1105,190,209,129,182,142,226,10202,234,290,163,7963,7150,289,11333,191,7291
円,えん,エン,219,167,180,121,215,1259,244,235,139,203,147,149,141,146,191,346,447,530,103,-1,1315,1406,-1,7865,498,3938,15702,1350,1758,1632,653,1583,2948,2610,165,910,5385,-1,2211,3044,10797,892,540,1524,321,240,959,1646,562,1176,430,193,750,3252,1387,8953,634,127,1446,222,194,123
一つ,ひとつ,ヒトツ,221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,661,-1,-1,542,2340,-1,-1,-1,232,-1,-1,-1,-1,-1,-1,350,23016,20495,320,513,-1,145,1387,665,326,262,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,68,-1,2458,-1,-1,446,-1,494,393,-1
其処,そこ,ソコ,223,99,96,94,108,101,84,99,74,94,106,102,101,91,101,462,210,1424,274,-1,232,183,82,192,144,160,202,59,160,147,193,13748,5569,6938,294,-1,-1,14646,226,156,88,19240,98,152,87,54,127,119,108,836,90,463,19719,68,241,197,11700,264,77,1187,169,122
九百,きゅうひゃく,キュウヒャク,226,1226,1252,1654,1072,722,2405,1705,4667,975,1462,1238,1544,1247,1233,-1,-1,5262,-1,-1,-1,-1,-1,-1,-1,-1,-1,9874,-1,-1,-1,-1,-1,-1,-1,-1,-1,16569,-1,-1,-1,-1,375,412,508,131,944,813,2615,95,1447,-1,-1,22231,-1,-1,20061,-1,-1,-1,-1,-1
てくださる,てくださる,テクダサル,229,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
百,ひゃく,ヒャク,236,224,233,167,352,1001,367,172,193,432,153,204,222,187,285,2062,1005,708,4944,5117,1363,-1,-1,-1,237,-1,-1,359,-1,-1,-1,731,2035,2056,515,2742,-1,1044,5252,3509,9246,299,295,265,361,277,257,377,1436,1145,328,3379,254,1023,1205,9759,725,827,1785,579,1577,4921
下さる,くださる,クダサル,237,199,237,162,157,90,214,187,297,170,251,244,172,224,176,-1,434,-1,53,1044,1823,1747,143,141,518,150,139,611,5204,4853,3251,661,-1,-1,7729,103,-1,1130,182,999,348,2806,282,305,309,1143,316,151,257,274,270,79,3863,139,1926,492,870,13340,110,12401,105,352
及び,および,オヨビ,243,8120,17146,5421,2451,2876,4170,4014,4667,16460,13585,6998,2976,6269,10747,344,8020,-1,403,-1,9981,8741,871,6844,5214,4668,10790,2455,7986,7465,23459,11333,5279,5059,657,7631,435,-1,4851,6000,1755,9171,848,508,3407,1502,764,3947,2740,1237,2758,156,2056,-1,10382,514,4454,1382,-1,292,1015,1782
において,において,ニオイテ,245,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2759,-1,-1,2257,3357,-1,-1,-1,853,-1,-1,-1,-1,-1,-1,1614,-1,-1,317,4124,106,734,11398,1705,471,516,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,320,-1,3520,-1,-1,686,-1,143,475,-1
対する,たいする,タイスル,246,818,932,652,764,833,1050,686,4667,657,1082,1731,713,692,1052,390,8269,-1,185,6570,15584,881,183,912,17905,1172,1736,292,1172,1088,1677,8814,-1,-1,-1,22216,-1,2154,2524,12573,12676,18394,126,75,274,1072,103,203,230,1808,283,283,15719,218,16106,387,270,23071,511,24738,2303,173
による,による,ニヨル,248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1221,-1,-1,711,1224,-1,-1,-1,963,-1,-1,-1,-1,-1,-1,1515,-1,-1,296,-1,279,202,1113,1192,155,243,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147,-1,1292,-1,-1,305,-1,76,581,-1
四十,よんじゅう,ヨンジュウ,260,404,398,348,638,1001,557,1705,362,402,337,458,453,342,469,9747,-1,420,17032,19598,-1,-1,-1,-1,-1,-1,-1,550,-1,-1,-1,-1,16993,19345,-1,16801,-1,1002,-1,-1,20970,-1,353,340,407,328,465,796,1440,145,1443,11573,-1,3522,-1,-1,1352,-1,10731,-1,-1,21083
呉れる,くれる,クレル,262,140,129,141,169,722,143,112,176,137,135,136,149,159,127,4689,63,-1,109,-1,47,48,73,54,7608,63,71,40,63,58,66,52,-1,-1,505,-1,-1,-1,64,46,35,15766,196,948,116,563,209,386,115,342,171,155,14744,31,47,39,9518,200,27,1454,142,137
ことができる,ことができる,コトガデキル,268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1075,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,300,652,-1,222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
パーセント,パーセント,パーセント,272,1117,1334,1352,566,1733,2405,1705,2712,1242,1819,1383,654,917,1443,4888,3641,-1,530,4459,3339,3015,-1,-1,3513,-1,-1,2682,4579,4282,3659,14948,6742,7426,5138,7879,-1,3648,5024,-1,1829,3149,250,175,603,227,225,685,1003,1833,2597,835,2441,2794,3498,-1,4091,7177,2637,9608,3938,2701
何時,なんじ,ナンジ,289,188,179,187,210,283,221,269,156,186,175,178,184,199,164,-1,17621,614,565,-1,15002,18492,101,123,14529,140,107,-1,22528,21121,10136,22935,2790,3463,7844,6393,-1,-1,404,2257,10938,-1,263,1326,208,38,665,360,269,698,189,221,-1,107,15542,4496,6981,18068,63,-1,-1,6363
ことになる,ことになる,コトニナル,294,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,558,420,-1,167,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
でも,でも,デモ,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57,-1,-1,28,49,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,49,3266,3203,138,-1,519,29,67,38,29,1009,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,675,-1,50,-1,-1,65,-1,395,75,-1
六十,ろくじゅう,ロクジュウ,308,411,422,313,691,1733,904,686,590,561,376,263,470,355,464,14847,-1,912,21308,-1,-1,-1,-1,-1,-1,-1,-1,1363,-1,-1,-1,-1,-1,-1,-1,-1,-1,2128,-1,-1,-1,-1,448,391,532,235,1364,992,1449,594,1458,15906,-1,5490,-1,-1,2850,-1,17191,-1,-1,-1
により,により,ニヨリ,312,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1382,-1,-1,-1,1884,-1,-1,-1,2578,-1,-1,-1,-1,-1,-1,2599,-1,-1,860,12748,277,-1,2037,2073,-1,180,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,160,-1,1986,-1,-1,461,-1,69,855,-1
九十,きゅうじゅう,キュウジュウ,313,610,659,550,550,1001,4170,759,1896,830,578,498,501,601,626,18848,-1,2926,-1,-1,-1,-1,-1,-1,-1,-1,-1,3446,-1,-1,-1,-1,-1,-1,-1,17475,-1,5918,-1,-1,-1,-1,391,307,583,279,363,485,1016,1158,1003,18248,-1,8010,-1,-1,5003,-1,16136,-1,-1,-1
ために,ために,タメニ,314,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,396,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13466,281,210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
のではない,のではない,ノデハナイ,324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
八十,はちじゅう,ハチジュウ,326,531,539,461,1152,2876,1688,1362,685,631,568,338,786,503,594,10193,-1,1674,-1,-1,-1,-1,-1,-1,-1,-1,-1,1967,-1,-1,-1,-1,21402,-1,-1,23812,-1,3881,-1,-1,23329,-1,526,424,697,596,822,569,2646,1946,1018,17054,-1,6441,-1,-1,3801,-1,17187,-1,-1,-1
ておく,ておく,テオク,352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
七十,しちじゅう,シチジュウ,353,568,563,490,1459,627,2405,4014,1168,657,508,387,753,462,758,16836,-1,1625,-1,-1,-1,-1,-1,-1,-1,-1,-1,1964,-1,-1,-1,-1,-1,-1,-1,-1,-1,2906,-1,-1,-1,-1,539,438,734,334,610,586,2651,597,2647,21822,-1,6866,-1,-1,3805,-1,16997,-1,-1,-1
における,における,ニオケル,359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5998,-1,-1,6812,6226,-1,-1,-1,1724,-1,-1,-1,-1,-1,-1,4055,-1,-1,500,7068,1904,1668,5235,3791,908,491,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,363,-1,6471,-1,-1,1267,-1,226,883,-1
二千,にせん,ニセン,370,507,555,478,408,1259,698,572,517,556,722,458,411,482,547,20963,-1,2094,-1,-1,-1,-1,-1,-1,-1,-1,-1,2421,-1,-1,-1,-1,14374,16347,-1,-1,-1,4147,-1,-1,-1,-1,991,1038,859,656,628,511,843,909,2825,14446,-1,5599,-1,-1,4641,-1,10900,-1,-1,15760
又は,または,マタハ,378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10300,-1,-1,10535,5183,-1,-1,-1,14725,-1,-1,-1,-1,-1,-1,14565,-1,-1,2360,11319,3558,3199,14161,11527,1702,22824,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5597,-1,5405,-1,-1,3756,-1,2562,1882,-1
に対する,にたいする,ニタイスル,388,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2413,-1,-1,2448,2100,-1,-1,-1,756,-1,-1,-1,-1,-1,-1,1666,-1,-1,364,2626,5452,733,4770,1677,9636,340,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,353,-1,2210,-1,-1,839,-1,603,707,-1
