word,JPDB_rank,CEJC_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MIGAKU_NOVELS,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,KOKUGOJITEN,MONODICTS,NAROU,NETFLIX,NIER,NOVELS,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
ファイリング,15934,-1,-1,-1,-1,-1,-1,10772,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22395,52269
つぎこむ,15935,-1,-1,15547,-1,-1,-1,12957,12750,10884,-1,-1,-1,-1,-1,-1,21278,19942,15579,-1,-1,-1,19487,-1,-1,15522,-1,-1,-1,13224,-1,-1,-1,-1,14700,75502
すがれる,15936,-1,-1,-1,-1,-1,-1,-1,-1,-1,8980,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,121684
よくいらっしゃいました,15937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
いたちごっこ,15938,16266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24803,-1,-1,-1,-1,-1,-1,105807
いたいところ,15939,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
サイード,15940,-1,23053,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9562,10701,-1,7704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96372
アンブリッジ,15941,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21590,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ルツ,15942,20704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10560,9904,1879,-1,-1,-1,-1,-1,24845,13303,-1,-1,-1,-1,-1,-1,-1,-1,-1,13056
ローマン,15943,16266,16805,-1,-1,-1,-1,-1,12047,10227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12098,11996,-1,11625,-1,-1,-1,-1,-1,12482,-1,-1,-1,24706,-1,56465
ローナ,15944,-1,-1,-1,-1,-1,-1,18389,-1,-1,-1,-1,-1,10270,-1,-1,10270,9629,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
グリフィン,15945,-1,23939,-1,-1,-1,-1,-1,9165,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5499,5092,-1,10730,16562,-1,-1,-1,-1,9542,-1,-1,-1,-1,-1,67201
クラスター,15946,8967,13555,-1,-1,-1,12531,-1,-1,24900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10443,12424,-1,20611,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14637,3697
エチュード,15947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16878,15815,6291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21238
ソーメン,15948,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22857,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,70258
チュール,15949,11455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23401,21937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37075
リザルト,15950,-1,-1,-1,-1,-1,-1,-1,24692,20365,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,61835
ウィナー,15951,-1,-1,-1,-1,-1,-1,-1,-1,22805,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,94654
アメージング,15952,-1,-1,-1,-1,-1,-1,-1,-1,23043,10529,-1,-1,-1,-1,-1,17773,16661,9053,-1,23559,-1,-1,13996,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48554
ビス,15953,-1,15505,-1,-1,-1,14520,-1,12043,9106,-1,-1,-1,-1,-1,-1,4408,4121,24095,-1,-1,-1,-1,-1,17605,24918,23409,-1,12184,12478,-1,-1,-1,14855,10712,17255
ガーリック,15955,10047,-1,18171,-1,-1,24642,-1,13082,13296,-1,-1,-1,-1,-1,-1,8919,8353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22338,13570,-1,-1,-1,-1,24109,8832
べからざる,15956,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
キンタマ,15957,-1,-1,-1,-1,-1,-1,-1,-1,23798,-1,-1,-1,-1,-1,-1,18785,17610,22115,-1,17840,16090,3444,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39916
チャイナ,15958,10047,16956,-1,-1,-1,16620,-1,16015,-1,-1,-1,24691,-1,-1,20197,-1,-1,17555,-1,-1,-1,-1,5577,-1,-1,-1,-1,-1,16537,-1,23135,-1,12919,9203,13616
スムージー,15959,10047,-1,-1,-1,-1,6713,18761,15420,13045,-1,-1,-1,-1,-1,-1,12233,11471,-1,-1,14978,16251,-1,-1,-1,-1,-1,-1,-1,15931,-1,-1,-1,-1,19221,10276
リダイヤル,15960,8967,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,99012
ナニソレ,15961,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
たいし,15962,10047,1648,17502,12045,7321,9359,6458,4379,2835,-1,2920,5720,16304,10166,6107,16304,15275,9783,15961,1923,1987,-1,6872,5254,-1,12038,10323,8166,4531,-1,6794,20084,2677,5737,6036
おみごと,15964,-1,-1,-1,-1,-1,-1,10921,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5044,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
レトルトカレー,15965,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16263,-1
なににも,15966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
つくろう,15967,20704,-1,-1,-1,-1,-1,-1,-1,-1,4347,-1,15473,-1,-1,14439,-1,-1,-1,18910,-1,-1,22195,-1,11914,-1,14495,11167,18723,-1,-1,-1,12200,-1,-1,92793
ゆるぐ,15968,-1,-1,18708,-1,-1,24088,12294,18731,15797,4658,16210,19081,13811,17462,14786,13811,12950,16776,7087,-1,-1,24741,-1,9134,15420,16335,18492,9333,19355,-1,18274,6560,-1,-1,56148
テステス,15969,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,119334
がっち,15970,16266,12087,22881,7768,17822,7284,13892,20668,17280,-1,17742,16575,-1,15644,12558,-1,24969,15028,13619,13551,13661,4249,-1,16599,24624,22160,15717,11178,21239,-1,15848,10027,16436,14920,12317
ゆるみ,15971,-1,-1,-1,-1,-1,23841,-1,-1,-1,-1,-1,-1,22718,-1,-1,22718,21296,-1,19520,-1,-1,13318,-1,-1,-1,-1,-1,19306,-1,-1,-1,15326,-1,22752,42813
たでる,15972,-1,-1,17609,-1,-1,-1,-1,-1,-1,8401,-1,22663,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12705,14414,-1,-1,-1,-1,-1,24387,-1,41775
そしらぬ,15973,-1,-1,-1,-1,-1,-1,-1,-1,-1,3960,-1,21113,-1,-1,11270,-1,-1,-1,-1,-1,-1,21221,-1,-1,-1,-1,-1,13729,-1,-1,20058,13015,-1,-1,-1
むにする,15974,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ヒューバート,15976,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18179,-1,-1,-1,-1,-1,-1,-1,20011,-1,-1,-1,-1
クリムト,15977,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19875,21540,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26545
ミハル,15978,10047,-1,21511,-1,-1,-1,-1,19573,-1,-1,-1,-1,-1,12162,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20131,-1,-1,-1,-1,-1,98135
ホランド,15979,-1,22576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24879,-1,10558,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89832
エルヴィス,15980,-1,19017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4486,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,120169
リデル,15981,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17441,-1,-1,-1,-1,-1,-1,-1,17698,-1,-1,-1,-1
ミュー,15982,-1,20601,-1,-1,-1,16458,-1,-1,-1,7580,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23034,-1,22906,-1,-1,-1,-1,-1,-1,-1,-1,-1,50522
サロメ,15983,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11893,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26582
ランウェイ,15984,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22834,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24495
タコス,15985,3250,-1,-1,-1,-1,-1,13051,7150,6103,-1,-1,-1,-1,-1,-1,-1,-1,23546,20431,11733,12158,-1,-1,-1,-1,-1,-1,-1,7438,-1,-1,-1,-1,-1,15984
ネス,15986,-1,10547,6339,-1,-1,-1,-1,8779,-1,-1,-1,14175,5505,-1,24769,5505,5142,-1,15570,14606,14896,-1,-1,-1,11709,-1,-1,-1,9123,-1,16240,-1,8581,11725,25810
ダイバー,15987,-1,18300,-1,-1,-1,13570,20604,16149,13291,-1,-1,-1,-1,-1,-1,-1,-1,17448,-1,12165,14939,-1,-1,-1,-1,-1,-1,-1,16683,-1,-1,-1,17394,-1,21981
オーバーオール,15988,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,58735
かまえ,15990,-1,4802,6033,-1,14716,18353,-1,9325,8734,-1,8958,6296,4955,10024,-1,4955,4622,9645,5364,24650,5255,11143,-1,-1,6986,5326,6136,3498,9711,3269,6071,4139,14768,12680,142738
スペースシャトル,15991,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19106,-1,-1,-1,-1,-1,-1,-1,-1,-1,17045,15367,-1
かけぬける,15992,13446,-1,15127,-1,22897,16103,20335,15640,13331,2477,13678,9820,13526,4034,5882,17482,16381,3892,4262,-1,-1,24414,-1,9891,10208,-1,-1,3895,16156,-1,5652,3305,-1,15608,149883
デッキチェア,15993,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
トル,15994,-1,21227,-1,-1,-1,-1,-1,-1,13401,-1,-1,-1,-1,-1,19537,-1,-1,-1,-1,13708,9669,-1,-1,-1,11525,-1,-1,14224,-1,-1,20349,-1,-1,-1,84010
くらし,15995,4442,2907,2781,-1,4416,2177,-1,2694,2752,-1,2835,24003,6223,5358,-1,6223,5819,5165,5100,21336,23062,5282,-1,-1,4126,19086,15496,3891,2840,2129,3670,4197,17190,4025,24214
にごす,15997,11455,-1,-1,-1,-1,19199,-1,-1,-1,3377,-1,12796,-1,14423,9041,-1,23731,13847,7318,-1,-1,19202,-1,20604,-1,-1,-1,6055,-1,-1,8833,4859,-1,15082,88861
あがりこむ,15999,-1,-1,-1,-1,-1,-1,23441,-1,-1,4334,-1,-1,-1,14186,18485,-1,24477,13621,-1,-1,-1,19223,-1,-1,-1,-1,-1,22161,-1,-1,24819,11887,-1,-1,61067
しろもの,16001,-1,-1,11077,4174,17785,13968,17173,11814,8463,-1,8680,6932,5513,8191,3068,5513,5149,7878,6459,9809,10196,11202,-1,7011,6539,-1,-1,3323,12205,-1,6278,4445,-1,-1,154241
トウガラシ,16002,-1,-1,-1,-1,-1,-1,-1,13681,11354,-1,-1,-1,-1,-1,-1,23636,22155,-1,-1,-1,-1,-1,-1,-1,-1,16656,24250,-1,14156,-1,-1,-1,-1,-1,61793
ミニトマト,16003,-1,-1,-1,-1,-1,21309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28729
げふんげふん,16004,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
キューティクル,16005,-1,-1,-1,-1,-1,23966,-1,-1,-1,-1,-1,-1,-1,-1,-1,24256,22744,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16055,29737
コールタール,16006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24464,-1,-1,-1,-1,-1,-1,-1,-1
なおざり,16009,-1,-1,-1,10895,-1,-1,-1,-1,-1,6908,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23407,-1,-1,-1,-1,-1,-1,-1,55652
たわむれ,16010,-1,-1,24878,-1,-1,-1,-1,-1,24523,-1,-1,-1,14731,17917,7096,14731,13818,17215,13705,19815,20850,-1,-1,-1,14521,-1,-1,11902,-1,-1,18282,8390,-1,-1,108157
しのびない,16011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16957,-1,-1,24628,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
パサつく,16012,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30140
マシンガントーク,16013,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ないものはない,16014,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
いきわたる,16015,-1,-1,-1,-1,-1,-1,-1,-1,-1,12032,-1,-1,-1,-1,-1,-1,-1,-1,14678,-1,-1,13543,-1,-1,21361,14982,10655,18439,-1,-1,-1,20364,-1,-1,-1
ごみごみ,16016,-1,-1,-1,-1,-1,-1,-1,-1,-1,7448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14887,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
クーリエ,16017,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16625,20153,-1,23633,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,171279
ルーラ,16018,-1,-1,-1,-1,-1,-1,17714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,125436
フロイド,16019,16266,15483,-1,-1,-1,-1,-1,14475,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9130,7312,-1,6369,-1,-1,-1,-1,-1,14958,-1,-1,-1,21121,24553,29342
ゴイル,16020,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,146769
ドルン,16021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
オベロン,16022,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6578,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
エルベ,16023,-1,24275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95398
ダンカン,16024,-1,15501,-1,-1,-1,-1,-1,10982,-1,-1,-1,23893,-1,-1,-1,-1,-1,-1,-1,6006,6535,-1,5737,-1,-1,-1,-1,-1,11390,-1,-1,-1,15710,-1,23516
ビートル,16025,6059,-1,16070,-1,19984,13738,-1,20401,16842,-1,-1,-1,-1,-1,20905,-1,-1,-1,-1,18136,21496,-1,-1,-1,-1,-1,-1,22025,21031,-1,-1,-1,-1,24489,43106
チルドレン,16026,-1,19247,23754,-1,-1,13049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5832,-1,-1,-1,-1,-1,-1,-1,-1,-1,16386,-1,20978
オルガスムス,16027,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
アブソリュート,16028,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,147201
ひとめぼれ,16030,-1,-1,18511,-1,-1,-1,22542,19325,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14493,-1,-1,10241,-1,-1,19664,-1,-1,-1,19885,-1,-1,-1,-1,24769,-1
ウンチ,16031,-1,-1,-1,-1,-1,-1,-1,-1,5633,-1,-1,-1,-1,-1,-1,21483,20141,-1,-1,11149,11963,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28176
Σ,16032,-1,18909,17157,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23680,-1,8529,-1,-1,-1,-1,-1,-1,-1,-1,-1,15608,16946,19858
ビーバー,16033,7460,18571,-1,-1,-1,-1,-1,12222,10842,-1,-1,-1,-1,-1,-1,-1,-1,18768,-1,9985,10391,-1,15494,-1,-1,-1,-1,-1,12646,-1,-1,-1,21129,-1,23154
ＣＫ,16034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ツイ,16035,-1,-1,11180,-1,-1,-1,-1,4485,-1,-1,-1,18465,-1,-1,-1,-1,-1,-1,22893,6817,6763,-1,-1,-1,-1,13106,20150,-1,4684,-1,-1,-1,-1,-1,32933
カルガモ,16036,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82783
キャリー,16037,11455,13359,-1,-1,-1,11512,12513,6427,9586,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1245,1370,-1,5435,-1,-1,-1,-1,-1,6687,-1,21579,-1,14902,7664,11436
みゅー,16038,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21822,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
クラッシャー,16039,-1,-1,9059,-1,-1,-1,-1,20056,16778,-1,-1,-1,-1,-1,-1,-1,-1,16633,-1,24344,-1,-1,20925,-1,-1,-1,-1,-1,20618,-1,21844,22595,-1,-1,51460
さずける,16040,20704,-1,8155,-1,16280,14698,12183,8293,7265,2080,7443,20703,7168,17990,5388,12758,11960,17288,10988,-1,-1,17493,-1,6198,6534,5145,4384,5428,8633,5174,7986,8384,8740,19837,13323
ヒットマン,16041,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53509
ＰＰ,16042,20704,-1,18593,-1,-1,22400,-1,-1,-1,-1,-1,-1,-1,-1,-1,14453,13553,-1,-1,-1,-1,-1,-1,-1,17294,-1,-1,-1,-1,-1,-1,-1,-1,24490,20104
さかさ,16043,7460,10787,15021,-1,-1,22078,18535,16536,13750,-1,14112,14071,21446,14625,9570,21446,20104,14045,11822,14849,19435,10089,-1,14819,18337,14185,15739,13228,17104,-1,15829,10307,24170,7588,31587
テロリズム,16044,-1,23650,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15541,18910,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22768,22290,54804
どなりつける,16045,-1,-1,-1,-1,-1,-1,-1,-1,-1,2443,-1,13332,-1,-1,6872,-1,-1,-1,17266,-1,-1,19935,-1,12242,-1,-1,-1,8540,-1,-1,11339,12178,-1,-1,56920
ロゴマーク,16046,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21074,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
２Ｄ,16047,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
メリケンサック,16048,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ベッドカバー,16049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
おやつタイム,16050,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
みせつける,16051,20704,-1,5896,-1,16731,23838,8800,6224,5450,2567,5583,8958,4239,6024,6144,4239,3962,5803,3851,-1,-1,10326,-1,9228,4232,-1,-1,3007,6468,5328,4943,2321,19391,12237,171178
うらはら,16052,20704,20918,22215,-1,21556,11344,-1,24739,20402,3006,20950,13110,15338,20657,7655,15338,14377,19861,4398,-1,-1,21510,-1,11266,22156,-1,-1,4896,17097,-1,6542,3274,14851,23913,25186
アウトプット,16053,16266,-1,-1,-1,-1,8086,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10961,8465
ニコチン,16054,8120,-1,-1,-1,-1,15039,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18118,22851,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,43393
へべれけ,16055,20704,-1,-1,-1,-1,-1,-1,-1,-1,7083,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24790,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,89579
オールスター,16056,-1,-1,-1,-1,-1,-1,-1,21971,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10635,-1,-1,-1,-1,-1,22638,-1,-1,-1,3677,-1,85937
デッドヒート,16057,-1,-1,24264,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ちくっと,16058,-1,-1,-1,-1,-1,-1,21927,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23352,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
ナナミ,16059,20704,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2527,4662,-1,2527,2348,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21407,-1,-1,-1,70730
オルソン,16060,-1,-1,-1,-1,-1,-1,-1,21281,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11983,22791,-1,22202,-1,-1,-1,-1,-1,21869,-1,-1,-1,-1,-1,-1
グラート,16061,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,122794
セルジオ,16062,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13909,16601,-1,6714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37020
