word,hiragana,katakana,BCCWJ_LUW_rank,cejc_combined_rank,cejc_small_talk_rank,cejc_consultation_rank,cejc_meeting_rank,cejc_class_rank,cejc_outdoors_rank,cejc_school_rank,cejc_transportation_rank,cejc_public_commercial_rank,cejc_home_rank,cejc_indoors_rank,cejc_workplace_rank,cejc_male_rank,cejc_female_rank,ADNO,ANIME_JDRAMA,AOZORA_BUNKO,BCCWJ_SUW,CC100,CHRISKEMPSON,DAVE_DOEBRICK,DD2_MIGAKU_NETFLIX,DD2_MORPHMAN_NETFLIX,DD2_MORPHMAN_NOVELS,DD2_MORPHMAN_SHONEN,DD2_MORPHMAN_SOL,DD2_YOMICHAN_NOVELS,DD2_YOMICHAN_SHONEN,DD2_YOMICHAN_SHONEN_STARS,DD2_YOMICHAN_SOL,DD2_YOMICHAN_VN,HERMITDAVE_2016,HERMITDAVE_2018,HINGSTON,H_FREQ,ILYASEMENOV,INNOCENT_RANKED,JITEN_ANIME,JITEN_AUDIO,JITEN_DRAMA,JITEN_GLOBAL,JITEN_MANGA,JITEN_MOVIE,JITEN_NON_FICTION,JITEN_NOVEL,JITEN_VIDEO_GAME,JITEN_VISUAL_NOVEL,JITEN_WEB_NOVEL,JLAB,JPDB,MALTESAA_CSJ,MALTESAA_CSJ_DOKWA_GAKKAI,MALTESAA_CSJ_DOKWA_MOGI,MALTESAA_CSJ_DOKWA_ROUDOKU,MALTESAA_CSJ_DOKWA_SAIRO,MALTESAA_CSJ_DOKWA_SONOTA,MALTESAA_CSJ_TAIKA_JIYU,MALTESAA_CSJ_TAIKA_KADAI,MALTESAA_CSJ_TAIKA_MOGI,MALTESAA_NWJC,NAROU,NETFLIX,NIER,NOVELS,RSPEER,VN_FREQ,WIKIPEDIA_V2,YOUTUBE_FREQ,YOUTUBE_FREQ_V3
祭壇,さいだん,サイダン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,1,2,2,2,3,2,1,3,2,2,1,3,2,2,2,2,1,3,2,1,2,2,2,1,3,2,4,2,2,2,1,4,2,2,4,3,5,4,4,4,2,3,2,1,3,2,3,2,2,2
社会保険,しゃかいほけん,シャカイホケン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
所長,しょちょう,ショチョウ,3,4,3,4,5,4,3,3,3,2,3,2,5,4,4,3,4,3,3,2,4,3,3,3,3,2,3,3,2,2,3,2,3,3,3,2,2,3,2,1,3,2,2,3,2,2,2,1,1,2,1,3,2,3,3,3,4,3,3,3,2,2,3,1,3,2,2,3,3,2
新製品,しんせいひん,シンセイヒン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2
新築,しんちく,シンチク,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,3,1,3,3,4,2,1,1,1,2,1,2,2,1,1,2,1,2,1,3,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,1,3,2,3,5,3,2,3,3,4,3,2,1,1,2,3,1,3,3,3
炭,すみ,スミ,3,4,3,5,3,4,4,3,3,3,4,2,4,4,2,2,2,4,3,2,2,2,2,2,3,3,2,3,3,3,2,2,2,2,3,2,1,2,2,1,2,2,3,2,3,2,2,2,2,5,3,3,2,4,3,3,4,3,3,3,2,3,2,1,2,2,2,3,2,2
総称,そうしょう,ソウショウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,3,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,3,2,2,1,2,1,1,3,3,2,3,3,3,3,3,3,2,2,1,1,2,2,2,3,1,2
粗末,そまつ,ソマツ,3,3,3,2,3,4,3,3,3,2,2,4,3,3,3,1,2,4,3,2,1,2,3,3,3,3,3,3,3,3,3,2,3,3,2,4,1,3,2,1,2,2,2,2,3,2,2,2,3,3,1,2,2,3,2,2,3,2,2,2,2,3,2,1,3,2,3,1,2,1
ハッピー,ハッピー,ハッピー,3,4,4,3,4,4,3,4,3,4,3,4,2,4,4,3,4,1,3,4,3,4,4,1,1,1,1,2,4,4,4,2,4,4,3,3,4,1,3,4,3,3,3,3,1,2,3,2,2,3,4,3,2,3,3,4,3,3,3,3,4,3,4,1,2,4,3,3,3,3
拍子,ひょうし,ヒョウシ,3,2,3,3,3,4,3,3,3,2,3,3,3,2,3,3,2,4,3,3,2,2,3,2,3,3,3,4,3,3,3,3,2,2,2,3,1,3,2,1,2,3,2,2,2,3,2,3,3,2,2,3,2,3,3,3,2,3,3,3,3,4,2,3,4,2,4,3,2,2
びっしり,びっしり,ビッシリ,3,2,2,2,3,4,3,3,3,2,3,3,2,2,2,1,1,1,2,2,2,1,1,1,3,2,2,3,2,2,2,2,1,1,2,4,1,3,1,1,2,2,2,2,1,3,2,2,2,2,4,2,1,2,2,2,3,2,2,2,2,3,1,1,3,1,3,1,2,2
法務大臣,ほうむだいじん,ホウムダイジン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1
未然,みぜん,ミゼン,3,2,2,2,3,4,3,3,3,2,3,2,3,2,2,1,2,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,3,2,2,2,3,2,2,2,2,2,1,1,2,2,2,1,2,2
夜景,やけい,ヤケイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,1,3,1,3,2,3,3,3,2,3,3,3,3,2,2,1,2,2,2,2,2,2
林業,りんぎょう,リンギョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,2,2,3,2,2,2,2,2,1,1,1,2,1,2,2,2
レイチェル,レイチェル,レイチェル,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,4,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,2
アイスクリーム,アイスクリーム,アイスクリーム,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,1,1,2,1,1,1,1,1,1,2,1,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,1,3,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,2,3,1
カトリック,カトリック,カトリック,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,3,1,3,3,1,2,1,1,3,1,1,1,1,3,3,3,1,3,2,1,1,1,1,1,1,3,1,1,1,1,1,2,3,4,3,3,3,3,3,3,3,2,1,3,1,2,3,1,4,1,3
経済産業省令,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
三角形,さんかくけい,サンカクケイ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,3
三十八年,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
滋賀県,しがけん,シガケン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
消防庁,しょうぼうちょう,ショウボウチョウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2
地表,ちひょう,チヒョウ,3,2,2,2,3,4,3,3,3,2,2,3,2,2,2,3,2,2,3,2,1,2,2,2,2,1,2,3,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,1,1,3,2,2,5,3,2,3,3,3,2,2,2,3,2,2,2,2,2,2
中東,ちゅうとう,チュウトウ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,2,3,1,1,2,1,1,2,2,2,1,1,3,3,3,1,4,2,1,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,3,4,3
沈黙する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
局,きょく,キョク,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,5,2,2,4,3,1,3,3,4,3,4,2,2,2,1,2,2,4,4,4,5,4,4,4,4,4,4,3,4,1,4,4,3,5,4,4
弟子達,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
通れる,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,3,1,2,1,1,1,3,3,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,1,1,1,3,3
ドクター,ドクター,ドクター,3,2,3,2,3,4,3,3,4,3,2,3,2,2,2,3,4,1,3,3,4,4,4,1,3,1,1,2,3,4,2,2,4,4,3,4,5,3,3,1,3,2,2,3,1,1,2,1,1,3,4,4,3,4,4,5,3,3,5,3,3,2,4,1,3,3,2,3,2,3
七十歳,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ふふふ,ふふふ,フフフ,3,3,3,3,4,4,3,3,3,2,3,2,3,3,3,1,4,1,2,2,1,3,3,4,3,5,4,3,3,3,4,5,1,1,2,1,1,1,3,4,3,4,4,3,1,3,4,4,3,1,1,1,1,1,1,1,3,1,1,1,3,1,3,4,3,2,1,1,4,4
ヘッド,ヘッド,ヘッド,3,3,3,3,3,4,3,3,4,2,3,4,2,3,2,4,3,1,3,3,2,3,3,1,3,1,1,3,3,3,2,2,3,3,3,1,3,2,2,3,2,2,2,2,1,2,3,2,2,3,3,4,4,3,3,3,3,3,3,4,4,3,3,3,3,3,3,4,3,4
ヘルメット,ヘルメット,ヘルメット,3,4,4,2,3,4,3,3,4,4,2,4,2,4,4,2,2,1,2,3,2,3,3,1,3,1,1,3,2,2,2,2,3,3,2,2,2,3,2,1,2,2,2,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2,3,3,3
放映する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
膜,まく,マク,3,2,1,3,3,4,3,3,3,2,2,3,3,2,3,3,2,2,3,2,2,2,2,2,2,3,2,3,3,3,2,2,2,2,3,3,1,3,2,1,3,2,2,2,2,3,4,3,2,2,5,3,4,3,3,3,3,3,3,3,3,3,2,1,3,3,3,3,2,2
用件,ようけん,ヨウケン,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,2,4,4,4,4,3,3,3,4,3,3,3,3,4,4,2,3,1,3,3,3,4,4,3,4,2,4,3,4,3,3,1,2,3,2,2,2,2,2,2,2,2,4,4,3,3,1,4,1,1,2
拠り所,よりどころ,ヨリドコロ,3,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,3,2,3,3,2,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2
アイヌ,アイヌ,アイヌ,3,4,4,2,3,4,4,3,3,3,2,5,3,4,4,3,1,1,3,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,3,4,2,3,3,5,3,3,3,2,1,1,1,2,2,1,3,2,2
朝御飯,あさごはん,アサゴハン,3,3,4,3,3,4,3,3,4,3,3,3,4,3,4,1,1,2,2,3,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,1,1,1,1,4,1,1,1
鱗,うろこ,ウロコ,3,2,3,2,3,4,3,3,3,2,3,3,3,2,3,2,2,3,1,2,2,2,2,2,2,3,2,3,3,3,1,2,1,1,2,3,1,3,2,1,1,2,2,1,1,3,2,2,3,3,3,2,2,3,2,2,2,2,2,2,3,4,2,1,3,2,2,2,2,2
ＡＴＭ,エーティーエム,エーティーエム,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1
小沢,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,2,2,3,1,1,2,1,1,2,1,1,1,1,1,1,3,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,3,1,3,1,2
化学,かがく,カガク,3,3,3,3,3,4,5,4,3,3,3,2,3,3,3,4,2,3,4,4,3,2,4,4,3,3,2,4,3,3,2,2,4,4,4,2,4,2,2,1,2,2,3,2,3,2,2,2,1,2,1,4,3,4,4,3,4,4,3,3,4,2,3,1,3,4,3,4,2,3
考え出す,かんがえだす,カンガエダス,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,3,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,2,3,2,2,2,1,2,1,2,3,3,2,2,3,2,2,2,1,2,1,1,2,1,2,1,1,1
考え直す,かんがえなおす,カンガエナオス,3,2,1,3,3,4,3,3,3,2,3,2,2,2,2,1,3,1,2,2,3,3,3,3,2,2,3,3,2,2,3,2,1,1,2,2,1,2,3,1,4,3,3,4,3,3,3,3,2,3,1,3,3,3,3,3,3,3,3,3,2,3,3,1,2,1,3,1,2,2
胡桃,くるみ,クルミ,3,4,4,3,3,4,3,3,4,3,4,2,2,3,4,1,3,3,3,2,2,2,2,2,2,2,5,2,1,2,3,1,1,1,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,1,2
五年前,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
牛蒡,ごぼう,ゴボウ,3,4,4,3,3,4,5,3,3,2,3,2,3,3,4,1,1,2,3,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,4,2,2,2,3,2,1,1,1,2,2,1,2,2
最強,さいきょう,サイキョウ,3,3,3,2,3,4,3,4,4,3,3,3,3,3,2,3,4,1,3,3,4,4,4,4,3,5,4,3,5,5,4,4,3,3,3,3,1,3,4,3,4,4,4,4,3,4,4,3,4,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4
さらさら,さらさら,サラサラ,3,3,3,3,3,4,3,3,3,3,3,2,3,2,3,1,2,1,2,2,2,1,2,2,3,2,3,3,2,2,2,3,2,2,2,4,1,3,2,3,2,3,2,2,3,3,2,3,3,2,4,2,2,3,2,2,2,2,2,2,2,3,1,1,3,2,3,1,2,2
財,ざい,ザイ,3,2,2,3,3,4,3,3,3,2,3,3,2,2,2,4,3,3,4,2,3,2,2,2,2,2,1,2,2,2,2,1,2,2,4,2,3,3,2,1,2,2,2,2,3,2,2,2,1,2,1,4,4,3,4,3,4,3,3,3,3,2,2,1,2,3,2,3,3,2
信玄,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,3,1,1
重要視する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
セキュリティ,セキュリティ,セキュリティ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,4,1,2,2,1,1,1,1,1,1,2,1,2,4,4,4,2,3,1,2,1,2,2,2,2,3,2,3,2,2,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4,1,3,4,4
千九百九十五,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
宣伝する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
全般的,ぜんぱんてき,ゼンパンテキ,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
停滞する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
鉄鋼,てっこう,テッコウ,3,2,2,2,3,4,3,3,3,2,2,2,2,2,2,2,2,1,3,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2
点在する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
デッキ,デッキ,デッキ,3,3,3,3,3,4,3,3,3,3,4,2,2,2,3,3,4,1,3,3,2,3,3,1,3,1,1,3,2,2,2,2,3,3,3,1,2,3,2,1,1,2,2,2,1,2,3,2,1,2,4,3,2,3,3,2,2,2,2,2,3,2,3,1,3,3,2,3,5,4
等々,とうとう,トウトウ,3,2,1,3,3,4,3,3,3,2,2,2,3,2,2,2,4,1,3,3,4,3,3,1,2,2,1,3,2,2,3,2,3,3,3,4,2,2,4,4,4,4,2,4,3,2,4,2,2,2,5,3,3,3,3,4,3,3,3,3,3,2,3,4,2,2,2,1,2,3
配分する,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
八回,-,-,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
ばらつき,ばらつき,バラツキ,3,2,2,2,3,4,3,3,3,2,2,2,3,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,4,4,2,4,4,3,4,4,4,2,2,1,1,1,1,1,1,2,2
理科,りか,リカ,3,4,4,3,3,4,3,3,3,4,4,2,4,4,3,3,3,2,3,3,4,3,2,2,2,2,5,3,2,2,5,2,2,1,3,2,3,3,2,1,2,2,2,2,2,2,1,2,2,2,3,3,4,4,3,3,3,4,3,3,3,2,3,1,2,2,2,3,4,3
宛て先,あてさき,アテサキ,3,2,1,3,3,4,3,3,3,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1
慰謝料,いしゃりょう,イシャリョウ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,3,2,2,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
生まれ育つ,うまれそだつ,ウマレソダツ,2,2,2,2,3,4,3,3,3,2,3,2,2,2,2,1,1,1,2,3,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,3,3,2,2,2,3,2,3,2,2,1,1,3,2,4,3,3,3,3,3,3,1,2,1,1,2,1,2,1,1,2
公立,こうりつ,コウリツ,2,4,4,3,3,4,4,3,3,4,4,3,4,3,4,4,2,1,3,3,2,1,2,2,1,1,2,2,1,1,2,1,2,2,3,1,2,1,1,1,2,1,1,1,3,1,1,1,1,2,1,3,3,3,3,3,4,3,4,3,3,1,1,1,2,3,1,4,2,3
御連絡下さる,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
精力的,せいりょくてき,セイリョクテキ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
点滴,てんてき,テンテキ,2,4,3,4,3,4,3,3,4,3,4,2,4,4,4,1,2,2,3,3,3,3,3,3,2,1,1,2,1,2,2,2,2,2,2,2,1,2,1,1,3,2,2,3,1,1,1,2,1,2,1,3,2,3,3,3,2,3,3,3,2,2,3,1,2,2,2,1,1,1
和む,なごむ,ナゴム,2,2,2,2,3,4,3,3,3,2,2,2,3,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,2,1,3,2,1,2,2,2,1,2,3,2,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,2,1,2,1,3,1,1,1
二年目,-,-,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
万全,ばんぜん,バンゼン,2,2,2,2,3,4,3,4,3,2,3,2,3,2,2,2,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,1,2,3,1,3,3,3,3,2,3,4,3,3,3,1,2,1,2,2,2,2,2,2,2,3,3,3,3,2,3,3,1,2,3
負傷者,ふしょうしゃ,フショウシャ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2
向かい,むかい,ムカイ,2,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,1,2,2,1,3,3,3,3,2,2,1,2,2,2,3,3,3,3,2,1,1,2,1,3,3,2,3,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,1,3,3,3,2,3,2
目印,めじるし,メジルシ,2,2,2,3,3,4,3,3,4,3,2,2,3,2,2,2,2,3,2,3,2,2,2,2,2,3,2,3,3,3,2,2,3,2,2,2,1,2,2,1,2,3,3,2,2,3,3,2,3,3,1,2,2,3,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2
湯気,ゆげ,ユゲ,2,3,3,2,3,4,4,3,3,3,2,3,3,2,3,1,2,4,2,2,2,2,2,2,3,2,2,3,2,2,2,3,1,1,2,3,1,3,2,4,2,3,2,2,1,4,2,3,3,2,1,2,1,2,2,2,2,2,2,2,2,3,2,3,3,1,4,1,2,2
義経,よしつね,ヨシツネ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2
利潤,りじゅん,リジュン,2,2,1,2,3,4,3,3,3,2,2,2,3,2,2,1,1,2,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1
んな,んな,ンナ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,5,5,4,1,4,4,1,1,1,1,5,4,4,4,5,5,1,4,4,4,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3
